lat,lon,neighborhood,num_streets,num_pois_nearby,risk_score,poi_density,street_importance,degree_normalized,weight,category,color,weight_breakdown
43.637542,-79.392068,Harbourfront-CityPlace,3,35,0.153,0.7,0.1,0.375,29.62,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 14.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.637862,-79.390622,Harbourfront-CityPlace,2,32,0.153,0.64,0.1,0.25,25.92,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 12.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.673569,-79.375058,Rosedale-Moore Park,3,1,0.337,0.02,0.3,0.375,27.36,Low,#00ff00,"{'crime_contribution': 13.46, 'poi_contribution': 0.4, 'street_contribution': 6.0, 'degree_contribution': 7.5}"
43.675128,-79.368748,Rosedale-Moore Park,2,1,0.337,0.02,0.4,0.25,26.86,Low,#00ff00,"{'crime_contribution': 13.46, 'poi_contribution': 0.4, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.67449,-79.368545,Rosedale-Moore Park,3,3,0.337,0.06,0.667,0.375,35.49,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 1.2, 'street_contribution': 13.33, 'degree_contribution': 7.5}"
43.675049,-79.377845,Rosedale-Moore Park,3,7,0.337,0.14,0.4,0.375,31.76,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 2.8, 'street_contribution': 8.0, 'degree_contribution': 7.5}"
43.675255,-79.373583,Rosedale-Moore Park,2,0,0.337,0.0,0.4,0.25,26.46,Low,#00ff00,"{'crime_contribution': 13.46, 'poi_contribution': 0.0, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.674472,-79.368779,Rosedale-Moore Park,2,3,0.337,0.06,0.4,0.25,27.66,Low,#00ff00,"{'crime_contribution': 13.46, 'poi_contribution': 1.2, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.674548,-79.380306,Rosedale-Moore Park,2,13,0.337,0.26,0.4,0.25,31.66,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 5.2, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.674492,-79.380857,Rosedale-Moore Park,2,8,0.337,0.16,0.4,0.25,29.66,Low,#00ff00,"{'crime_contribution': 13.46, 'poi_contribution': 3.2, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.674572,-79.380169,Rosedale-Moore Park,4,12,0.337,0.24,0.55,0.5,39.26,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 4.8, 'street_contribution': 11.0, 'degree_contribution': 10.0}"
43.671963,-79.370842,Cabbagetown-South St.James Town,3,7,0.321,0.14,0.767,0.375,38.47,Medium,#ffff00,"{'crime_contribution': 12.83, 'poi_contribution': 2.8, 'street_contribution': 15.33, 'degree_contribution': 7.5}"
43.672128,-79.370579,Rosedale-Moore Park,2,3,0.337,0.06,0.8,0.25,35.66,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 1.2, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.671885,-79.379119,North St.James Town,4,39,0.326,0.78,0.575,0.5,50.13,Medium,#ffff00,"{'crime_contribution': 13.03, 'poi_contribution': 15.6, 'street_contribution': 11.5, 'degree_contribution': 10.0}"
43.671548,-79.370911,Cabbagetown-South St.James Town,3,12,0.321,0.24,0.567,0.375,36.47,Medium,#ffff00,"{'crime_contribution': 12.83, 'poi_contribution': 4.8, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.672814,-79.379645,Rosedale-Moore Park,2,4,0.337,0.08,0.7,0.25,34.06,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 1.6, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.673786,-79.379869,Rosedale-Moore Park,2,10,0.337,0.2,0.7,0.25,36.46,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 4.0, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.670794,-79.37947,North St.James Town,3,10,0.326,0.2,0.7,0.375,38.53,Medium,#ffff00,"{'crime_contribution': 13.03, 'poi_contribution': 4.0, 'street_contribution': 14.0, 'degree_contribution': 7.5}"
43.670354,-79.37972,North St.James Town,3,11,0.326,0.22,0.567,0.375,36.27,Medium,#ffff00,"{'crime_contribution': 13.03, 'poi_contribution': 4.4, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.67451,-79.380146,Rosedale-Moore Park,2,12,0.337,0.24,0.7,0.25,37.26,Medium,#ffff00,"{'crime_contribution': 13.46, 'poi_contribution': 4.8, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.674134,-79.367661,Cabbagetown-South St.James Town,2,7,0.321,0.14,0.8,0.25,36.63,Medium,#ffff00,"{'crime_contribution': 12.83, 'poi_contribution': 2.8, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.674493,-79.367153,Cabbagetown-South St.James Town,3,7,0.321,0.14,0.633,0.375,35.8,Medium,#ffff00,"{'crime_contribution': 12.83, 'poi_contribution': 2.8, 'street_contribution': 12.67, 'degree_contribution': 7.5}"
43.667575,-79.399594,University,2,41,0.551,0.82,0.8,0.25,59.46,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 16.4, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.667637,-79.399282,University,2,38,0.551,0.76,0.8,0.25,58.26,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 15.2, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.671862,-79.379239,North St.James Town,2,36,0.326,0.72,0.8,0.25,48.43,Medium,#ffff00,"{'crime_contribution': 13.03, 'poi_contribution': 14.4, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.665877,-79.393329,University,3,39,0.551,0.78,0.567,0.375,56.49,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 15.6, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.665247,-79.393883,University,2,19,0.551,0.38,0.7,0.25,48.66,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 7.6, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.662943,-79.393113,Bay-Cloverhill,2,9,0.13,0.18,0.7,0.25,27.8,Low,#00ff00,"{'crime_contribution': 5.2, 'poi_contribution': 3.6, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.662431,-79.392864,Bay-Cloverhill,3,8,0.13,0.16,0.567,0.375,27.23,Low,#00ff00,"{'crime_contribution': 5.2, 'poi_contribution': 3.2, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.663271,-79.393239,Bay-Cloverhill,2,8,0.13,0.16,0.7,0.25,27.4,Low,#00ff00,"{'crime_contribution': 5.2, 'poi_contribution': 3.2, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.666067,-79.392493,Bay-Cloverhill,3,29,0.13,0.58,0.567,0.375,35.63,Medium,#ffff00,"{'crime_contribution': 5.2, 'poi_contribution': 11.6, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.660697,-79.391284,Bay-Cloverhill,3,8,0.13,0.16,0.567,0.375,27.23,Low,#00ff00,"{'crime_contribution': 5.2, 'poi_contribution': 3.2, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.660819,-79.39048,Bay-Cloverhill,3,3,0.13,0.06,0.567,0.375,25.23,Low,#00ff00,"{'crime_contribution': 5.2, 'poi_contribution': 1.2, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.666368,-79.393159,University,3,30,0.551,0.6,0.7,0.375,55.56,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 12.0, 'street_contribution': 14.0, 'degree_contribution': 7.5}"
43.660407,-79.390823,University,3,22,0.551,0.44,0.7,0.375,52.36,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 8.8, 'street_contribution': 14.0, 'degree_contribution': 7.5}"
43.65758,-79.389354,Yonge-Bay Corridor,4,42,1.0,0.84,0.65,0.5,79.8,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 16.8, 'street_contribution': 13.0, 'degree_contribution': 10.0}"
43.659259,-79.390087,Yonge-Bay Corridor,3,47,1.0,0.94,0.567,0.375,77.63,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 18.8, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.656322,-79.348181,South Riverdale,2,2,0.284,0.04,0.4,0.25,25.16,Low,#00ff00,"{'crime_contribution': 11.36, 'poi_contribution': 0.8, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.656375,-79.347909,South Riverdale,2,1,0.284,0.02,0.4,0.25,24.76,Low,#00ff00,"{'crime_contribution': 11.36, 'poi_contribution': 0.4, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.657258,-79.349159,South Riverdale,3,5,0.284,0.1,0.567,0.375,32.2,Medium,#ffff00,"{'crime_contribution': 11.36, 'poi_contribution': 2.0, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.656732,-79.348937,South Riverdale,4,8,0.284,0.16,0.675,0.5,38.06,Medium,#ffff00,"{'crime_contribution': 11.36, 'poi_contribution': 3.2, 'street_contribution': 13.5, 'degree_contribution': 10.0}"
43.651563,-79.362719,St Lawrence-East Bayfront-The Islands,4,8,0.309,0.16,0.7,0.5,39.58,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.2, 'street_contribution': 14.0, 'degree_contribution': 10.0}"
43.650274,-79.362167,St Lawrence-East Bayfront-The Islands,2,10,0.309,0.2,0.7,0.25,35.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 4.0, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.660345,-79.390551,Bay-Cloverhill,3,20,0.13,0.4,0.7,0.375,34.7,Medium,#ffff00,"{'crime_contribution': 5.2, 'poi_contribution': 8.0, 'street_contribution': 14.0, 'degree_contribution': 7.5}"
43.656787,-79.352058,South Riverdale,2,3,0.284,0.06,0.7,0.25,31.56,Medium,#ffff00,"{'crime_contribution': 11.36, 'poi_contribution': 1.2, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.656913,-79.351247,South Riverdale,3,2,0.284,0.04,0.567,0.375,31.0,Medium,#ffff00,"{'crime_contribution': 11.36, 'poi_contribution': 0.8, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.633105,-79.428317,Fort York-Liberty Village,3,2,0.16,0.04,0.767,0.375,30.03,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 0.8, 'street_contribution': 15.33, 'degree_contribution': 7.5}"
43.637366,-79.397449,Harbourfront-CityPlace,2,21,0.153,0.42,0.8,0.25,35.52,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 8.4, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.637237,-79.397751,Harbourfront-CityPlace,2,14,0.153,0.28,0.8,0.25,32.72,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 5.6, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.635155,-79.407899,Fort York-Liberty Village,3,8,0.16,0.16,0.633,0.375,29.76,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 3.2, 'street_contribution': 12.67, 'degree_contribution': 7.5}"
43.634915,-79.40909,Fort York-Liberty Village,5,19,0.16,0.38,0.48,0.625,36.1,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 7.6, 'street_contribution': 9.6, 'degree_contribution': 12.5}"
43.630545,-79.419808,Fort York-Liberty Village,4,5,0.16,0.1,0.55,0.5,29.4,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 2.0, 'street_contribution': 11.0, 'degree_contribution': 10.0}"
43.630389,-79.420569,Fort York-Liberty Village,3,6,0.16,0.12,0.8,0.375,32.3,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 2.4, 'street_contribution': 16.0, 'degree_contribution': 7.5}"
43.636454,-79.399704,Fort York-Liberty Village,4,27,0.16,0.54,0.725,0.5,41.7,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 10.8, 'street_contribution': 14.5, 'degree_contribution': 10.0}"
43.636077,-79.399247,Fort York-Liberty Village,2,20,0.16,0.4,0.6,0.25,31.4,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 8.0, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.635641,-79.398264,Harbourfront-CityPlace,2,20,0.153,0.4,0.6,0.25,31.12,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 8.0, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.635426,-79.398083,Harbourfront-CityPlace,2,19,0.153,0.38,0.6,0.25,30.72,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 7.6, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.649354,-79.351043,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,0.8,0.25,33.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.650333,-79.348596,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,0.8,0.25,33.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.648345,-79.354309,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,0.8,0.25,33.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.648454,-79.355024,St Lawrence-East Bayfront-The Islands,3,0,0.309,0.0,0.633,0.375,32.54,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 12.67, 'degree_contribution': 7.5}"
43.647884,-79.361179,St Lawrence-East Bayfront-The Islands,4,1,0.309,0.02,0.75,0.5,37.78,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.4, 'street_contribution': 15.0, 'degree_contribution': 10.0}"
43.647692,-79.361209,St Lawrence-East Bayfront-The Islands,4,1,0.309,0.02,0.75,0.5,37.78,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.4, 'street_contribution': 15.0, 'degree_contribution': 10.0}"
43.646875,-79.365337,St Lawrence-East Bayfront-The Islands,2,7,0.309,0.14,0.8,0.25,36.18,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.646691,-79.366235,St Lawrence-East Bayfront-The Islands,5,7,0.309,0.14,0.62,0.625,40.08,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 12.4, 'degree_contribution': 12.5}"
43.643453,-79.37544,St Lawrence-East Bayfront-The Islands,4,15,0.309,0.3,0.775,0.5,43.88,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.0, 'street_contribution': 15.5, 'degree_contribution': 10.0}"
43.644432,-79.374483,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,0.8,0.25,33.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 16.0, 'degree_contribution': 5.0}"
43.65622,-79.348717,South Riverdale,3,8,0.284,0.16,0.4,0.375,30.06,Medium,#ffff00,"{'crime_contribution': 11.36, 'poi_contribution': 3.2, 'street_contribution': 8.0, 'degree_contribution': 7.5}"
43.652108,-79.360335,St Lawrence-East Bayfront-The Islands,4,14,0.309,0.28,0.4,0.5,35.98,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 5.6, 'street_contribution': 8.0, 'degree_contribution': 10.0}"
43.652458,-79.360686,St Lawrence-East Bayfront-The Islands,4,17,0.309,0.34,0.55,0.5,40.18,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.8, 'street_contribution': 11.0, 'degree_contribution': 10.0}"
43.673149,-79.414361,Annex,4,33,0.355,0.66,0.7,0.5,51.4,Medium,#ffff00,"{'crime_contribution': 14.2, 'poi_contribution': 13.2, 'street_contribution': 14.0, 'degree_contribution': 10.0}"
43.669617,-79.412966,Annex,3,20,0.355,0.4,0.6,0.375,41.7,Medium,#ffff00,"{'crime_contribution': 14.2, 'poi_contribution': 8.0, 'street_contribution': 12.0, 'degree_contribution': 7.5}"
43.674027,-79.414703,Casa Loma,2,12,0.113,0.24,0.7,0.25,28.34,Low,#00ff00,"{'crime_contribution': 4.54, 'poi_contribution': 4.8, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.675156,-79.415147,Casa Loma,2,7,0.113,0.14,0.45,0.25,21.34,Low,#00ff00,"{'crime_contribution': 4.54, 'poi_contribution': 2.8, 'street_contribution': 9.0, 'degree_contribution': 5.0}"
43.649648,-79.350313,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,1.0,0.25,37.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 20.0, 'degree_contribution': 5.0}"
43.650183,-79.349202,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,1.0,0.25,37.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 20.0, 'degree_contribution': 5.0}"
43.638942,-79.427352,South Parkdale,4,43,0.237,0.86,0.675,0.5,50.17,Medium,#ffff00,"{'crime_contribution': 9.47, 'poi_contribution': 17.2, 'street_contribution': 13.5, 'degree_contribution': 10.0}"
43.639459,-79.424817,South Parkdale,3,18,0.237,0.36,0.567,0.375,35.5,Medium,#ffff00,"{'crime_contribution': 9.47, 'poi_contribution': 7.2, 'street_contribution': 11.33, 'degree_contribution': 7.5}"
43.632345,-79.395981,St Lawrence-East Bayfront-The Islands,2,9,0.309,0.18,0.2,0.25,24.98,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.6, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.630682,-79.398845,St Lawrence-East Bayfront-The Islands,2,8,0.309,0.16,0.2,0.25,24.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.632403,-79.396608,St Lawrence-East Bayfront-The Islands,2,7,0.309,0.14,0.2,0.25,24.18,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.6327,-79.395712,St Lawrence-East Bayfront-The Islands,3,8,0.309,0.16,0.2,0.375,27.08,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.2, 'street_contribution': 4.0, 'degree_contribution': 7.5}"
43.668126,-79.41238,Annex,4,7,0.355,0.14,0.55,0.5,38.0,Medium,#ffff00,"{'crime_contribution': 14.2, 'poi_contribution': 2.8, 'street_contribution': 11.0, 'degree_contribution': 10.0}"
43.666791,-79.411856,Annex,3,22,0.355,0.44,0.533,0.375,41.17,Medium,#ffff00,"{'crime_contribution': 14.2, 'poi_contribution': 8.8, 'street_contribution': 10.67, 'degree_contribution': 7.5}"
43.636917,-79.399849,Harbourfront-CityPlace,3,34,0.153,0.68,0.7,0.375,41.22,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 13.6, 'street_contribution': 14.0, 'degree_contribution': 7.5}"
43.636759,-79.399815,Fort York-Liberty Village,2,30,0.16,0.6,0.7,0.25,37.4,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 12.0, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.636516,-79.399521,Harbourfront-CityPlace,4,25,0.153,0.5,0.725,0.5,40.62,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 10.0, 'street_contribution': 14.5, 'degree_contribution': 10.0}"
43.636713,-79.399679,Harbourfront-CityPlace,3,30,0.153,0.6,0.667,0.375,38.95,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 12.0, 'street_contribution': 13.33, 'degree_contribution': 7.5}"
43.667954,-79.428245,Dovercourt Village,2,4,0.243,0.08,0.4,0.25,24.33,Low,#00ff00,"{'crime_contribution': 9.73, 'poi_contribution': 1.6, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.642228,-79.428616,Roncesvalles,4,25,0.264,0.5,0.7,0.5,44.56,Medium,#ffff00,"{'crime_contribution': 10.56, 'poi_contribution': 10.0, 'street_contribution': 14.0, 'degree_contribution': 10.0}"
43.633534,-79.425276,Fort York-Liberty Village,2,13,0.16,0.26,0.6,0.25,28.6,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 5.2, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.633313,-79.425184,Fort York-Liberty Village,3,13,0.16,0.26,0.467,0.375,28.43,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 5.2, 'street_contribution': 9.33, 'degree_contribution': 7.5}"
43.631474,-79.429237,South Parkdale,2,1,0.237,0.02,0.7,0.25,28.87,Low,#00ff00,"{'crime_contribution': 9.47, 'poi_contribution': 0.4, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.631616,-79.427988,Fort York-Liberty Village,2,2,0.16,0.04,0.6,0.25,24.2,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 0.8, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.632898,-79.427802,Fort York-Liberty Village,3,2,0.16,0.04,0.233,0.375,19.36,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 0.8, 'street_contribution': 4.67, 'degree_contribution': 7.5}"
43.631711,-79.427298,Fort York-Liberty Village,4,3,0.16,0.06,0.45,0.5,26.6,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 1.2, 'street_contribution': 9.0, 'degree_contribution': 10.0}"
43.630729,-79.425029,Fort York-Liberty Village,4,4,0.16,0.08,0.2,0.5,22.0,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 1.6, 'street_contribution': 4.0, 'degree_contribution': 10.0}"
43.630787,-79.424486,Fort York-Liberty Village,2,8,0.16,0.16,0.25,0.25,19.6,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 3.2, 'street_contribution': 5.0, 'degree_contribution': 5.0}"
43.632019,-79.419539,Fort York-Liberty Village,3,11,0.16,0.22,0.3,0.375,24.3,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.4, 'street_contribution': 6.0, 'degree_contribution': 7.5}"
43.631356,-79.41937,Fort York-Liberty Village,3,10,0.16,0.2,0.267,0.375,23.23,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.0, 'street_contribution': 5.33, 'degree_contribution': 7.5}"
43.632617,-79.424875,Fort York-Liberty Village,3,12,0.16,0.24,0.5,0.375,28.7,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.8, 'street_contribution': 10.0, 'degree_contribution': 7.5}"
43.632713,-79.424397,Fort York-Liberty Village,2,11,0.16,0.22,0.3,0.25,21.8,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.4, 'street_contribution': 6.0, 'degree_contribution': 5.0}"
43.632978,-79.423391,Fort York-Liberty Village,2,8,0.16,0.16,0.3,0.25,20.6,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 3.2, 'street_contribution': 6.0, 'degree_contribution': 5.0}"
43.632644,-79.422321,Fort York-Liberty Village,4,5,0.16,0.1,0.275,0.5,23.9,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 2.0, 'street_contribution': 5.5, 'degree_contribution': 10.0}"
43.631127,-79.421775,Fort York-Liberty Village,3,31,0.16,0.62,0.233,0.375,30.96,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 12.4, 'street_contribution': 4.67, 'degree_contribution': 7.5}"
43.630918,-79.419736,Fort York-Liberty Village,3,4,0.16,0.08,0.3,0.375,21.5,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 1.6, 'street_contribution': 6.0, 'degree_contribution': 7.5}"
43.634069,-79.418774,Fort York-Liberty Village,2,8,0.16,0.16,0.1,0.25,16.6,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 3.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.63684,-79.413146,Fort York-Liberty Village,2,4,0.16,0.08,0.3,0.25,19.0,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 1.6, 'street_contribution': 6.0, 'degree_contribution': 5.0}"
43.636024,-79.410179,Fort York-Liberty Village,3,9,0.16,0.18,0.3,0.375,23.5,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 3.6, 'street_contribution': 6.0, 'degree_contribution': 7.5}"
43.632165,-79.418857,Fort York-Liberty Village,2,10,0.16,0.2,0.3,0.25,21.4,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.0, 'street_contribution': 6.0, 'degree_contribution': 5.0}"
43.633067,-79.415822,Fort York-Liberty Village,2,7,0.16,0.14,0.3,0.25,20.2,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 2.8, 'street_contribution': 6.0, 'degree_contribution': 5.0}"
43.636304,-79.409647,Fort York-Liberty Village,4,13,0.16,0.26,0.525,0.5,32.1,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 5.2, 'street_contribution': 10.5, 'degree_contribution': 10.0}"
43.636098,-79.410095,Fort York-Liberty Village,3,12,0.16,0.24,0.3,0.375,24.7,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.8, 'street_contribution': 6.0, 'degree_contribution': 7.5}"
43.634444,-79.418226,Fort York-Liberty Village,3,12,0.16,0.24,0.267,0.375,24.03,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.8, 'street_contribution': 5.33, 'degree_contribution': 7.5}"
43.633795,-79.415603,Fort York-Liberty Village,5,12,0.16,0.24,0.24,0.625,28.5,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.8, 'street_contribution': 4.8, 'degree_contribution': 12.5}"
43.635357,-79.418654,Fort York-Liberty Village,3,10,0.16,0.2,0.3,0.375,23.9,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 4.0, 'street_contribution': 6.0, 'degree_contribution': 7.5}"
43.636763,-79.406769,Fort York-Liberty Village,4,17,0.16,0.34,0.5,0.5,33.2,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 6.8, 'street_contribution': 10.0, 'degree_contribution': 10.0}"
43.636452,-79.406892,Fort York-Liberty Village,4,13,0.16,0.26,0.55,0.5,32.6,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 5.2, 'street_contribution': 11.0, 'degree_contribution': 10.0}"
43.636488,-79.408659,Fort York-Liberty Village,2,18,0.16,0.36,0.3,0.25,24.6,Low,#00ff00,"{'crime_contribution': 6.4, 'poi_contribution': 7.2, 'street_contribution': 6.0, 'degree_contribution': 5.0}"
43.636375,-79.408638,Fort York-Liberty Village,3,22,0.16,0.44,0.5,0.375,32.7,Medium,#ffff00,"{'crime_contribution': 6.4, 'poi_contribution': 8.8, 'street_contribution': 10.0, 'degree_contribution': 7.5}"
43.650924,-79.412803,Trinity-Bellwoods,2,29,0.279,0.58,0.4,0.25,35.77,Medium,#ffff00,"{'crime_contribution': 11.17, 'poi_contribution': 11.6, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
