lat,lon,neighborhood,num_streets,num_pois_nearby,risk_score,poi_density,street_importance,degree_normalized,weight,category,color,weight_breakdown
43.646577,-79.374582,St Lawrence-East Bayfront-The Islands,2,21,0.309,0.42,0.2,0.25,29.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 8.4, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.64671,-79.3743,St Lawrence-East Bayfront-The Islands,2,16,0.309,0.32,0.2,0.25,27.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.4, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.646551,-79.372754,St Lawrence-East Bayfront-The Islands,2,8,0.309,0.16,0.2,0.25,24.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.646871,-79.373961,St Lawrence-East Bayfront-The Islands,2,20,0.309,0.4,0.1,0.25,27.38,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 8.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.646728,-79.373837,St Lawrence-East Bayfront-The Islands,2,19,0.309,0.38,0.1,0.25,26.98,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 7.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.648348,-79.37766,Yonge-Bay Corridor,2,40,1.0,0.8,0.1,0.25,63.0,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 16.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.64843,-79.377692,Yonge-Bay Corridor,2,45,1.0,0.9,0.1,0.25,65.0,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 18.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647914,-79.372241,St Lawrence-East Bayfront-The Islands,2,38,0.309,0.76,0.2,0.25,36.58,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 15.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.648093,-79.372315,St Lawrence-East Bayfront-The Islands,2,48,0.309,0.96,0.2,0.25,40.58,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 19.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.646901,-79.372581,St Lawrence-East Bayfront-The Islands,2,13,0.309,0.26,0.1,0.25,24.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 5.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647415,-79.372302,St Lawrence-East Bayfront-The Islands,2,21,0.309,0.42,0.1,0.25,27.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 8.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.641307,-79.377029,St Lawrence-East Bayfront-The Islands,2,29,0.309,0.58,0.1,0.25,30.98,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 11.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.641546,-79.376945,St Lawrence-East Bayfront-The Islands,2,26,0.309,0.52,0.1,0.25,29.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 10.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.646664,-79.383529,Yonge-Bay Corridor,2,47,1.0,0.94,0.1,0.25,65.8,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 18.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647065,-79.384088,Yonge-Bay Corridor,3,60,1.0,1.0,0.1,0.375,69.5,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 20.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.646594,-79.38396,Yonge-Bay Corridor,2,43,1.0,0.86,0.1,0.25,64.2,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.668776,-79.380398,Church-Wellesley,2,16,0.328,0.32,0.1,0.25,26.54,Low,#00ff00,"{'crime_contribution': 13.14, 'poi_contribution': 6.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.64241,-79.376114,St Lawrence-East Bayfront-The Islands,2,31,0.309,0.62,0.1,0.25,31.78,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 12.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.642399,-79.376102,St Lawrence-East Bayfront-The Islands,2,31,0.309,0.62,0.1,0.25,31.78,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 12.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.648736,-79.379044,Yonge-Bay Corridor,2,49,1.0,0.98,0.1,0.25,66.6,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 19.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.648173,-79.379844,Yonge-Bay Corridor,3,43,1.0,0.86,0.1,0.375,66.7,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.2, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.647888,-79.379215,Yonge-Bay Corridor,2,44,1.0,0.88,0.1,0.25,64.6,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.648167,-79.378874,Yonge-Bay Corridor,3,48,1.0,0.96,0.1,0.375,68.7,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 19.2, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.647649,-79.381925,Yonge-Bay Corridor,3,81,1.0,1.0,0.1,0.375,69.5,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 20.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.647578,-79.380304,Yonge-Bay Corridor,3,48,1.0,0.96,0.1,0.375,68.7,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 19.2, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.647448,-79.379983,Yonge-Bay Corridor,2,35,1.0,0.7,0.1,0.25,61.0,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 14.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649407,-79.381952,Yonge-Bay Corridor,2,27,1.0,0.54,0.1,0.25,57.8,Medium,#ffff00,"{'crime_contribution': 40.0, 'poi_contribution': 10.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649474,-79.381978,Yonge-Bay Corridor,2,24,1.0,0.48,0.1,0.25,56.6,Medium,#ffff00,"{'crime_contribution': 40.0, 'poi_contribution': 9.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649514,-79.381994,Yonge-Bay Corridor,2,22,1.0,0.44,0.1,0.25,55.8,Medium,#ffff00,"{'crime_contribution': 40.0, 'poi_contribution': 8.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649646,-79.362067,St Lawrence-East Bayfront-The Islands,3,7,0.309,0.14,0.1,0.375,24.68,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.649192,-79.36274,St Lawrence-East Bayfront-The Islands,2,6,0.309,0.12,0.1,0.25,21.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649177,-79.362811,St Lawrence-East Bayfront-The Islands,2,8,0.309,0.16,0.1,0.25,22.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649413,-79.362327,St Lawrence-East Bayfront-The Islands,2,4,0.309,0.08,0.1,0.25,20.98,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 1.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.64935,-79.360445,St Lawrence-East Bayfront-The Islands,2,9,0.309,0.18,0.2,0.25,24.98,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.6, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.642511,-79.379217,St Lawrence-East Bayfront-The Islands,3,23,0.309,0.46,0.633,0.375,41.74,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 9.2, 'street_contribution': 12.67, 'degree_contribution': 7.5}"
43.644065,-79.376634,St Lawrence-East Bayfront-The Islands,2,16,0.309,0.32,0.2,0.25,27.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.4, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.644683,-79.37644,St Lawrence-East Bayfront-The Islands,2,3,0.309,0.06,0.2,0.25,22.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 1.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.644365,-79.396246,Wellington Place,2,29,0.339,0.58,0.1,0.25,32.15,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 11.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.644323,-79.396231,Wellington Place,2,27,0.339,0.54,0.1,0.25,31.35,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 10.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.644345,-79.39574,Wellington Place,3,34,0.339,0.68,0.2,0.375,38.65,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 13.6, 'street_contribution': 4.0, 'degree_contribution': 7.5}"
43.644161,-79.395664,Wellington Place,2,29,0.339,0.58,0.2,0.25,34.15,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 11.6, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.6448,-79.394294,Wellington Place,2,27,0.339,0.54,0.2,0.25,33.35,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 10.8, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.644701,-79.396059,Wellington Place,2,34,0.339,0.68,0.1,0.25,34.15,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 13.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.64479,-79.396456,Wellington Place,2,32,0.339,0.64,0.25,0.25,36.35,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 12.8, 'street_contribution': 5.0, 'degree_contribution': 5.0}"
43.655759,-79.391937,Kensington-Chinatown,5,26,0.701,0.52,0.1,0.625,52.95,Medium,#ffff00,"{'crime_contribution': 28.05, 'poi_contribution': 10.4, 'street_contribution': 2.0, 'degree_contribution': 12.5}"
43.642495,-79.389946,Harbourfront-CityPlace,2,4,0.153,0.08,0.2,0.25,16.72,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 1.6, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.642303,-79.39094,Harbourfront-CityPlace,3,7,0.153,0.14,0.467,0.375,25.75,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 2.8, 'street_contribution': 9.33, 'degree_contribution': 7.5}"
43.649882,-79.358153,St Lawrence-East Bayfront-The Islands,2,18,0.309,0.36,0.1,0.25,26.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 7.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.650068,-79.358235,St Lawrence-East Bayfront-The Islands,2,23,0.309,0.46,0.1,0.25,28.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 9.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649315,-79.363886,St Lawrence-East Bayfront-The Islands,2,26,0.309,0.52,0.1,0.25,29.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 10.4, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649292,-79.363877,St Lawrence-East Bayfront-The Islands,2,25,0.309,0.5,0.1,0.25,29.38,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 10.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.6479,-79.364796,St Lawrence-East Bayfront-The Islands,2,2,0.309,0.04,0.2,0.25,22.18,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.8, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.647984,-79.364826,St Lawrence-East Bayfront-The Islands,2,2,0.309,0.04,0.2,0.25,22.18,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.8, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.649143,-79.363767,St Lawrence-East Bayfront-The Islands,2,23,0.309,0.46,0.1,0.25,28.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 9.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.649108,-79.363752,St Lawrence-East Bayfront-The Islands,3,21,0.309,0.42,0.1,0.375,30.28,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 8.4, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.648598,-79.365824,St Lawrence-East Bayfront-The Islands,2,15,0.309,0.3,0.2,0.25,27.38,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.0, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.653011,-79.372585,Moss Park,2,13,0.556,0.26,0.2,0.25,36.46,Medium,#ffff00,"{'crime_contribution': 22.26, 'poi_contribution': 5.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.653039,-79.372444,Moss Park,2,16,0.556,0.32,0.2,0.25,37.66,Medium,#ffff00,"{'crime_contribution': 22.26, 'poi_contribution': 6.4, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.652993,-79.372359,Moss Park,2,13,0.556,0.26,0.2,0.25,36.46,Medium,#ffff00,"{'crime_contribution': 22.26, 'poi_contribution': 5.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.652917,-79.372319,Moss Park,2,13,0.556,0.26,0.2,0.25,36.46,Medium,#ffff00,"{'crime_contribution': 22.26, 'poi_contribution': 5.2, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.661999,-79.397572,University,2,45,0.551,0.9,0.6,0.25,57.06,Medium,#ffff00,"{'crime_contribution': 22.06, 'poi_contribution': 18.0, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.652758,-79.358151,St Lawrence-East Bayfront-The Islands,2,18,0.309,0.36,0.6,0.25,36.58,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 7.2, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.650417,-79.361973,St Lawrence-East Bayfront-The Islands,2,9,0.309,0.18,0.2,0.25,24.98,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.6, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.667543,-79.36092,Cabbagetown-South St.James Town,3,7,0.321,0.14,0.233,0.375,27.8,Low,#00ff00,"{'crime_contribution': 12.83, 'poi_contribution': 2.8, 'street_contribution': 4.67, 'degree_contribution': 7.5}"
43.641458,-79.378508,St Lawrence-East Bayfront-The Islands,3,39,0.309,0.78,0.1,0.375,37.48,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 15.6, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.65899,-79.39404,Kensington-Chinatown,2,43,0.701,0.86,0.1,0.25,52.25,Medium,#ffff00,"{'crime_contribution': 28.05, 'poi_contribution': 17.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647852,-79.393809,Wellington Place,2,16,0.339,0.32,0.2,0.25,28.95,Low,#00ff00,"{'crime_contribution': 13.55, 'poi_contribution': 6.4, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.64675,-79.365728,St Lawrence-East Bayfront-The Islands,2,7,0.309,0.14,1.0,0.25,40.18,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 20.0, 'degree_contribution': 5.0}"
43.64621,-79.367686,St Lawrence-East Bayfront-The Islands,2,0,0.309,0.0,1.0,0.25,37.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 20.0, 'degree_contribution': 5.0}"
43.647476,-79.36212,St Lawrence-East Bayfront-The Islands,2,2,0.309,0.04,1.0,0.25,38.18,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.8, 'street_contribution': 20.0, 'degree_contribution': 5.0}"
43.643208,-79.383457,Harbourfront-CityPlace,3,30,0.153,0.6,0.1,0.375,27.62,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 12.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.643212,-79.383712,Harbourfront-CityPlace,3,28,0.153,0.56,0.1,0.375,26.82,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 11.2, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.643234,-79.383902,Harbourfront-CityPlace,3,19,0.153,0.38,0.1,0.375,23.22,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 7.6, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.643486,-79.381956,Harbourfront-CityPlace,2,34,0.153,0.68,0.1,0.25,26.72,Low,#00ff00,"{'crime_contribution': 6.12, 'poi_contribution': 13.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647027,-79.380868,Yonge-Bay Corridor,3,44,1.0,0.88,0.1,0.375,67.1,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.6, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.647174,-79.380929,Yonge-Bay Corridor,2,44,1.0,0.88,0.1,0.25,64.6,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647204,-79.380942,Yonge-Bay Corridor,4,46,1.0,0.92,0.1,0.5,70.4,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 18.4, 'street_contribution': 2.0, 'degree_contribution': 10.0}"
43.64725,-79.380723,Yonge-Bay Corridor,2,44,1.0,0.88,0.1,0.25,64.6,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647159,-79.381158,Yonge-Bay Corridor,2,43,1.0,0.86,0.1,0.25,64.2,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.2, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647224,-79.380677,Yonge-Bay Corridor,2,44,1.0,0.88,0.1,0.25,64.6,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 17.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647117,-79.38116,Yonge-Bay Corridor,2,42,1.0,0.84,0.1,0.25,63.8,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 16.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.64604,-79.386732,Wellington Place,3,46,0.339,0.92,0.1,0.375,41.45,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 18.4, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.645147,-79.385757,Wellington Place,3,25,0.339,0.5,0.1,0.375,33.05,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 10.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.644944,-79.385391,Wellington Place,2,19,0.339,0.38,0.1,0.25,28.15,Low,#00ff00,"{'crime_contribution': 13.55, 'poi_contribution': 7.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.644618,-79.386807,Wellington Place,3,41,0.339,0.82,0.1,0.375,39.45,Medium,#ffff00,"{'crime_contribution': 13.55, 'poi_contribution': 16.4, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.67314,-79.363696,Cabbagetown-South St.James Town,2,0,0.321,0.0,0.7,0.25,31.83,Medium,#ffff00,"{'crime_contribution': 12.83, 'poi_contribution': 0.0, 'street_contribution': 14.0, 'degree_contribution': 5.0}"
43.647088,-79.384098,Yonge-Bay Corridor,4,61,1.0,1.0,0.1,0.5,72.0,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 20.0, 'street_contribution': 2.0, 'degree_contribution': 10.0}"
43.647588,-79.384527,Yonge-Bay Corridor,2,49,1.0,0.98,0.1,0.25,66.6,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 19.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.647054,-79.384253,Yonge-Bay Corridor,2,60,1.0,1.0,0.1,0.25,67.0,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 20.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.670203,-79.370473,North St.James Town,3,7,0.326,0.14,0.1,0.375,25.33,Low,#00ff00,"{'crime_contribution': 13.03, 'poi_contribution': 2.8, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.668255,-79.369699,North St.James Town,4,34,0.326,0.68,0.1,0.5,38.63,Medium,#ffff00,"{'crime_contribution': 13.03, 'poi_contribution': 13.6, 'street_contribution': 2.0, 'degree_contribution': 10.0}"
43.668669,-79.375234,North St.James Town,3,16,0.326,0.32,0.1,0.375,28.93,Low,#00ff00,"{'crime_contribution': 13.03, 'poi_contribution': 6.4, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.668266,-79.37528,North St.James Town,3,16,0.326,0.32,0.1,0.375,28.93,Low,#00ff00,"{'crime_contribution': 13.03, 'poi_contribution': 6.4, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.668175,-79.375246,North St.James Town,3,13,0.326,0.26,0.1,0.375,27.73,Low,#00ff00,"{'crime_contribution': 13.03, 'poi_contribution': 5.2, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.645522,-79.382705,Yonge-Bay Corridor,3,32,1.0,0.64,0.1,0.375,62.3,High,#ff0000,"{'crime_contribution': 40.0, 'poi_contribution': 12.8, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.645553,-79.382835,Yonge-Bay Corridor,2,30,1.0,0.6,0.1,0.25,59.0,Medium,#ffff00,"{'crime_contribution': 40.0, 'poi_contribution': 12.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.659597,-79.419224,Palmerston-Little Italy,2,9,0.124,0.18,0.6,0.25,25.56,Low,#00ff00,"{'crime_contribution': 4.96, 'poi_contribution': 3.6, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.667795,-79.404094,Annex,3,19,0.355,0.38,0.2,0.375,33.3,Medium,#ffff00,"{'crime_contribution': 14.2, 'poi_contribution': 7.6, 'street_contribution': 4.0, 'degree_contribution': 7.5}"
43.636737,-79.398872,Harbourfront-CityPlace,3,18,0.153,0.36,0.8,0.375,36.82,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 7.2, 'street_contribution': 16.0, 'degree_contribution': 7.5}"
43.640068,-79.383031,Harbourfront-CityPlace,3,20,0.153,0.4,0.467,0.375,30.95,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 8.0, 'street_contribution': 9.33, 'degree_contribution': 7.5}"
43.642014,-79.383863,Harbourfront-CityPlace,2,28,0.153,0.56,0.6,0.25,34.32,Medium,#ffff00,"{'crime_contribution': 6.12, 'poi_contribution': 11.2, 'street_contribution': 12.0, 'degree_contribution': 5.0}"
43.64185,-79.402248,West Queen West,2,32,0.168,0.64,0.4,0.25,32.52,Medium,#ffff00,"{'crime_contribution': 6.72, 'poi_contribution': 12.8, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.640718,-79.374842,St Lawrence-East Bayfront-The Islands,2,16,0.309,0.32,0.2,0.25,27.78,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.4, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.647004,-79.353945,South Riverdale,2,4,0.284,0.08,0.1,0.25,19.96,Low,#00ff00,"{'crime_contribution': 11.36, 'poi_contribution': 1.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.645328,-79.352672,South Riverdale,3,5,0.284,0.1,0.1,0.375,22.86,Low,#00ff00,"{'crime_contribution': 11.36, 'poi_contribution': 2.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.642433,-79.372907,St Lawrence-East Bayfront-The Islands,2,7,0.309,0.14,0.1,0.25,22.18,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.644182,-79.367774,St Lawrence-East Bayfront-The Islands,2,14,0.309,0.28,0.1,0.25,24.98,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 5.6, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.641776,-79.349415,South Riverdale,2,2,0.284,0.04,0.2,0.25,21.16,Low,#00ff00,"{'crime_contribution': 11.36, 'poi_contribution': 0.8, 'street_contribution': 4.0, 'degree_contribution': 5.0}"
43.641469,-79.349094,South Riverdale,2,0,0.284,0.0,0.1,0.25,18.36,Low,#00ff00,"{'crime_contribution': 11.36, 'poi_contribution': 0.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.650386,-79.356942,St Lawrence-East Bayfront-The Islands,4,14,0.309,0.28,0.525,0.5,38.48,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 5.6, 'street_contribution': 10.5, 'degree_contribution': 10.0}"
43.650974,-79.357197,St Lawrence-East Bayfront-The Islands,3,16,0.309,0.32,0.6,0.375,38.28,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.4, 'street_contribution': 12.0, 'degree_contribution': 7.5}"
43.652931,-79.356808,St Lawrence-East Bayfront-The Islands,2,40,0.309,0.8,0.4,0.25,41.38,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 16.0, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.651978,-79.356397,St Lawrence-East Bayfront-The Islands,2,8,0.309,0.16,0.4,0.25,28.58,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 3.2, 'street_contribution': 8.0, 'degree_contribution': 5.0}"
43.651617,-79.35624,St Lawrence-East Bayfront-The Islands,4,7,0.309,0.14,0.325,0.5,31.68,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 2.8, 'street_contribution': 6.5, 'degree_contribution': 10.0}"
43.653788,-79.358007,St Lawrence-East Bayfront-The Islands,3,16,0.309,0.32,0.2,0.375,30.28,Medium,#ffff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.4, 'street_contribution': 4.0, 'degree_contribution': 7.5}"
43.654628,-79.353608,St Lawrence-East Bayfront-The Islands,2,17,0.309,0.34,0.1,0.25,26.18,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.8, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.654895,-79.353469,St Lawrence-East Bayfront-The Islands,2,15,0.309,0.3,0.1,0.25,25.38,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.0, 'street_contribution': 2.0, 'degree_contribution': 5.0}"
43.654855,-79.354629,St Lawrence-East Bayfront-The Islands,3,17,0.309,0.34,0.1,0.375,28.68,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.8, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.654458,-79.356335,St Lawrence-East Bayfront-The Islands,3,15,0.309,0.3,0.1,0.375,27.88,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 6.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
43.648639,-79.35497,St Lawrence-East Bayfront-The Islands,3,0,0.309,0.0,0.1,0.375,21.88,Low,#00ff00,"{'crime_contribution': 12.38, 'poi_contribution': 0.0, 'street_contribution': 2.0, 'degree_contribution': 7.5}"
