source,target,weight,length_m,street_name,highway_type,start_node_weight,end_node_weight,category
1752,1753,31.766726700822005,27.716813355613137,Unnamed,steps,29.26,32.56,Low
1754,1755,41.02326975211858,141.75535074084553,Unnamed,primary_link,41.74,30.12,Low
1756,1757,23.820067546143683,242.5700337059824,SkyWalk,footway,17.12,21.22,Low
1758,1759,18.52200455260478,69.39980095870567,Unnamed,footway,17.92,16.72,Low
167,170,49.6908535055325,44.03516137267562,Christie Street,tertiary,47.23,47.96,Low
1760,1761,51.22096210468711,35.81318715241885,Christie Street,tertiary,51.2,47.7,Medium
83,1762,52.72092059738754,127.23798583253252,Bathurst Street,secondary,41.17,52.37,Medium
1763,1163,43.71884671648335,295.37323604395124,Gardiner Expressway,motorway,35.75,31.75,Low
1754,1764,43.652539668164536,141.839907616127,Lake Shore Boulevard West,primary,41.74,34.72,Low
982,1765,56.20873932506459,685.4194700169296,Gardiner Expressway,motorway,36.55,30.15,Medium
36,1257,85.1685004358911,74.47802227832076,University Avenue,secondary,77.63,80.9,Medium
1766,1257,78.25225946698961,27.94429513286846,College Street,secondary,71.35,80.9,Medium
1257,137,107.38182416973068,334.7647504006299,College Street,secondary,80.9,80.0,High
1767,1766,64.23462295993691,29.3185315269115,Queen's Park,secondary,53.46,71.35,Medium
43,32,31.62072268395207,55.25522055571732,Queen's Park,secondary,34.7,25.23,Low
691,606,70.25750303133081,91.80268890956984,College Street,secondary,44.7,84.0,Medium
606,1501,107.55598447601987,312.859133060969,College Street,secondary,84.0,79.85,High
1768,1769,45.780287014682784,54.84532291895809,Bay Street,secondary,42.6,44.2,Low
1770,1771,79.91146511054086,149.22650622766764,Carlton Street,secondary,67.92,71.15,Medium
1771,542,76.65338811853428,168.49677009960806,Carlton Street,secondary,71.15,60.05,Medium
521,1771,63.49141630975381,111.05812074116383,Church Street,tertiary,43.14,71.15,Medium
1771,1772,75.05020963169663,74.44824096917152,Church Street,tertiary,71.15,68.55,Medium
1773,1515,52.43278438683199,50.54667174578227,Jarvis Street,secondary,51.66,48.16,Medium
1515,1774,61.69912424239903,179.4900447791822,Jarvis Street,secondary,48.16,56.46,Medium
542,1775,66.20027489069022,130.56570558774195,Carlton Street,secondary,60.05,57.06,Medium
1776,493,70.88589031209804,390.46469815806284,Carlton Street,secondary,43.8,58.16,Medium
1775,1777,55.12827263891407,14.133050752650211,Carlton Street,secondary,57.06,51.66,Medium
1778,1775,52.999900345339825,141.50119201679576,Jarvis Street,secondary,35.8,57.06,Medium
1779,1780,47.48771455597621,113.42824281304107,Gerrard Street East,secondary,47.1,38.2,Low
1781,477,49.17859592481675,82.99044097812695,Broadview Avenue,secondary,55.36,35.46,Low
1086,1781,51.590214444966044,39.915630819714664,Gerrard Street East,secondary,43.86,55.36,Medium
1781,1783,53.828682205468354,18.325429539696408,Gerrard Street East,secondary,55.36,50.36,Medium
1784,481,48.32254199832388,649.5150025029485,Broadview Avenue,secondary,31.03,27.56,Low
644,1781,58.712551845784915,105.48958474458522,Broadview Avenue,secondary,50.86,55.36,Medium
1785,1786,49.90932869767388,170.75600979765147,Lake Shore Boulevard West,primary,41.48,43.78,Low
1786,1787,43.240083610340484,53.86506483891014,Lake Shore Boulevard West,primary,43.78,38.28,Low
1786,1168,44.06513742609858,67.08166669326981,Bay Street,secondary,43.78,38.81,Low
1644,1404,40.971814120555074,14.656119875063808,Bay Street,secondary,39.78,40.98,Low
550,1788,62.79911936342425,316.5433828810116,Duncan Street,residential,43.55,51.85,Medium
1789,1790,15.88038131066896,10.202373452223974,Unnamed,steps,15.92,15.52,Low
1791,1514,57.28133035169394,349.70146917280744,Oskenonton Lane,service,44.82,40.06,Medium
1793,507,48.9487884880128,101.45788676896495,Shuter Street,tertiary,44.86,44.02,Low
507,569,49.103028957800234,114.96432692552744,Shuter Street,tertiary,44.02,44.06,Low
10976,1796,59.450206307257915,138.02079454934758,Abbey Lane,service,49.26,55.22,Medium
1668,1797,43.706161699538406,63.92798684368093,Lower Sherbourne Street,tertiary,41.18,40.98,Low
1798,367,86.01169637787211,87.72300193325471,Yonge Street,primary,77.15,81.0,Medium
367,1799,87.75665410402895,138.5877924622633,Yonge Street,primary,81.0,73.15,Medium
1799,1800,78.09741068786467,60.38575272049774,Yonge Street,primary,73.15,74.15,Medium
1801,367,82.13387182859174,80.70883984989129,Queen Street West,construction,71.0,81.0,Medium
1802,1803,71.17998931811735,156.45799054617953,Queen Street East,secondary,59.15,63.95,Medium
1804,1798,79.61964357426021,76.88704367701634,Yonge Street,primary,70.72,77.15,Medium
1798,1805,99.77374805033958,266.5661447202738,Richmond Street West,secondary,77.15,80.4,Medium
1807,1808,20.74894683496448,4.791614283994425,Unnamed,steps,21.5,19.8,Low
1810,1806,24.705600318511213,339.0569278325862,Unnamed,cycleway,15.4,21.5,Low
1812,1813,22.117961091278428,2.1731350828467186,Unnamed,footway,22.07,22.07,Low
1814,1815,57.777679617457956,241.3294578893104,Bloor Street West,primary,47.13,45.96,Medium
1816,1817,53.96319101554499,174.13383410672307,Bloor Street West,primary,45.96,45.96,Medium
1818,1819,29.395880151104528,65.06812141683078,Unnamed,footway,24.2,31.0,Low
1819,1820,31.541272837529633,10.938231972103713,Unnamed,footway,31.0,31.4,Low
1821,1822,41.02627477136865,135.20406118894988,Wellesley Bus Terminal,service,42.14,30.14,Low
1679,1823,59.13849741066815,60.114679764599124,Bathurst Street,secondary,52.37,59.2,Medium
1823,1824,62.770473925419246,43.91275445566672,Bathurst Street,secondary,59.2,61.06,Medium
317,257,70.61068065942663,481.55016070974887,Bathurst Street,secondary,50.66,44.66,Medium
1825,1826,51.91673798143148,55.647376604950686,Bloor Street West,primary,45.16,53.2,Medium
1610,1827,82.76126730994942,519.9498128549021,Bloor Street West,primary,53.7,55.2,Medium
1828,1610,56.35408407416803,34.96940448426129,Bloor Street West,primary,55.2,53.7,Medium
1829,1830,53.190387482561476,103.5350100116487,Unnamed,footway,43.95,52.45,Medium
1831,1832,57.01230377339736,244.81012605671094,Unnamed,footway,51.25,40.35,Medium
1834,1835,61.41405364520128,323.2935497780926,Unnamed,footway,41.96,50.86,Medium
1836,1837,50.10348540263544,249.4634763749489,Unnamed,footway,38.4,41.8,Medium
1838,1839,43.5970948728379,370.9778261898711,Unnamed,footway,27.0,36.6,Low
1840,1841,44.473595851296366,125.62884969112541,Unnamed,footway,43.96,35.06,Low
1844,1845,40.59098754278468,40.527750391814365,Unnamed,footway,37.16,40.86,Low
1846,789,55.26474904312691,115.10793065227813,Unnamed,footway,47.86,51.26,Medium
1847,1427,56.44959507184698,193.18526890397325,Unnamed,footway,48.06,46.56,Medium
1848,1849,41.89098093116363,96.33553863291363,Unnamed,footway,37.56,38.86,Low
1850,1851,46.88710561438371,132.53878295612793,Unnamed,footway,42.45,40.35,Low
1852,1853,46.5348771440853,107.97326533536426,Unnamed,footway,40.35,43.65,Low
1848,1854,55.878532556421405,219.78896652306068,Unnamed,footway,37.56,54.06,Medium
1856,1857,76.18537746822875,323.8119455817335,Unnamed,footway,60.05,55.05,Medium
1858,1859,69.45791957802858,134.93332643837542,Unnamed,footway,64.0,58.4,Medium
1860,1861,20.37333069646879,101.2611187280428,Unnamed,footway,18.3,18.7,Low
30,1862,29.83586252221745,10.871167955868225,Unnamed,footway,35.63,23.4,Low
4073,1634,27.57374951413981,54.44548811242104,Unnamed,footway,26.0,26.3,Low
1864,7929,30.702460381281973,364.55379472364325,Unnamed,footway,17.9,27.1,Low
1865,1866,34.14309959591076,365.72398383643065,Unnamed,footway,30.0,20.0,Low
1867,1868,76.36690605943423,138.95460193041362,Unnamed,footway,67.1,67.0,Medium
1905,1869,41.134760421769506,178.14006649776613,St Thomas Street,residential,22.8,47.03,Low
1870,1871,41.1914775938507,137.88612137709094,Unnamed,footway,37.2,35.2,Low
1872,1873,45.486283525468565,498.7243336233465,Unnamed,footway,24.7,36.0,Low
1874,1875,27.901272998101312,23.89992653582796,Unnamed,footway,28.7,25.8,Low
10241,1876,29.924411164152453,366.4114686827605,Unnamed,footway,16.6,27.2,Low
6608,1877,30.804129685377273,369.07243046121204,Unnamed,footway,16.6,28.4,Low
1880,1881,24.364004321608274,181.57149959302967,Unnamed,footway,15.12,26.12,Low
1882,1883,46.98858447332132,117.17984957967946,Unnamed,footway,39.06,45.06,Low
1885,1886,41.08071265782868,81.78308513044578,Unnamed,footway,37.86,38.09,Low
10136,1888,43.54706431391195,71.00502493634919,Unnamed,service,37.46,43.86,Low
1890,1891,32.68574887025531,25.918043636387704,Unnamed,footway,31.86,31.86,Low
1891,1892,62.1212406533661,452.7886027447638,Unnamed,footway,31.86,53.66,Medium
1893,1894,41.784047809131934,508.44937939104454,Unnamed,footway,27.5,27.9,Low
1896,1835,59.11694609722936,331.1629384649711,Unnamed,footway,37.96,50.86,Medium
1899,1900,61.77111478155133,281.2925696235497,Unnamed,footway,48.36,48.06,Medium
1901,1902,41.16931110623816,251.3468421348984,Unnamed,footway,31.1,34.7,Low
1903,1904,26.33427416377255,79.27353130215377,Unnamed,footway,24.8,24.0,Low
917,1906,53.13366238526497,365.55287548869126,Philosopher's Walk,footway,35.96,41.86,Medium
1907,1908,93.87149001548202,200.632986064872,King Street West,secondary,78.17,78.2,Medium
1909,1910,85.38992485500124,87.76974337581201,King Street West,secondary,78.0,79.0,Medium
548,1911,84.76215227985655,69.55397198557156,King Street West,secondary,79.5,79.0,Medium
1912,1909,91.92951183597488,151.99889518765522,Bay Street,secondary,81.6,78.0,Medium
1909,1913,91.2701730813646,159.72265668824147,Bay Street,secondary,78.0,79.4,Medium
1913,1914,87.8970617253089,109.81138542056688,Bay Street,secondary,79.4,79.0,Medium
1915,1916,65.59329955868822,13.806793797345245,PATH Main Route,footway,69.6,59.8,Medium
1917,1918,62.316214731609264,31.72540946372968,TMU Station Northbound Concourse,footway,61.65,59.15,Medium
1919,1920,40.85331467187131,135.4450992737995,PATH,footway,32.58,39.38,Low
1921,1922,46.68918912232116,230.28166330227026,Unnamed,footway,43.7,32.2,Low
1924,1925,75.8739003622374,111.70549981300216,Unnamed,footway,69.5,67.0,Medium
1927,1928,38.51952953310042,2.3296781967320777,Unnamed,footway,36.98,39.88,Low
1929,1930,80.86023478070918,236.39502722796897,Unnamed,footway,70.0,60.8,Medium
1931,1932,40.91677663872197,94.61681751530162,Unnamed,footway,35.98,38.78,Low
1933,1934,17.42394405959076,13.020003464579009,Unnamed,footway,17.0,17.4,Low
1935,777,29.11492093490276,271.39392728833013,Unnamed,footway,17.0,28.8,Low
1936,1937,18.261618969560686,112.83479400126069,Unnamed,footway,14.36,18.46,Low
1938,1871,40.69948844745509,164.50610722332132,Unnamed,footway,34.7,35.2,Low
1939,1940,41.444978168106076,165.82217069215406,Unnamed,footway,36.4,34.7,Low
1941,1942,60.88463929340614,133.26457502849954,PATH Main Route,footway,69.5,37.95,Medium
1943,1944,40.79897694034791,31.57969507832919,PATH,footway,40.45,38.65,Low
1946,1947,68.74759761304044,7.290807517076222,Unnamed,steps,67.0,69.5,Medium
1946,1948,71.81048153578367,33.244338644369364,St. Andrew Station Concourse,footway,67.0,72.0,Medium
549,1950,73.00744687564753,232.7133284195447,King Street West,secondary,43.05,75.4,Medium
1950,1951,81.18030126446583,73.10378406431997,King Street West,secondary,75.4,75.9,Medium
1952,1953,95.44264327926926,143.02566801520064,King Street West,secondary,84.0,83.0,Medium
1954,1950,78.91874944330401,75.18732211585838,Simcoe Street,tertiary,71.4,75.4,Medium
1950,1955,82.34492424181167,103.81935980980796,Simcoe Street,tertiary,75.4,73.8,Medium
1956,1957,77.64829799934475,82.96092049295342,Simcoe Street,tertiary,76.8,66.6,Medium
1958,549,55.82794513261651,182.79544772492616,King Street West,secondary,51.35,43.05,Medium
403,1958,54.9205298169622,148.96505893226367,King Street West,secondary,44.25,51.35,Medium
590,1958,55.38434767744236,74.69385228373653,John Street,tertiary,51.72,51.35,Medium
1958,546,57.69179825930111,157.3078888525799,John Street,tertiary,51.35,48.35,Medium
1959,1960,49.439901857285406,24.555006886030654,Unnamed,footway,43.36,53.15,Low
1961,1962,52.03601950735913,258.12426275046255,Unnamed,footway,31.26,51.46,Medium
1963,1964,64.23871075446485,263.2981465971455,Unnamed,footway,50.45,51.25,Medium
1965,1966,68.27343781732755,19.00653458697833,Unnamed,footway,67.0,67.0,Medium
1967,1968,88.79485393772563,311.5931157714274,Unnamed,footway,65.9,69.5,Medium
134,518,52.61539890294937,296.9040893011924,Grosvenor Street,unclassified,36.0,45.14,Medium
1969,1970,86.16510128509492,176.31537590573274,Unnamed,footway,72.0,74.5,Medium
7924,1971,36.758208745332496,267.524439494224,Unnamed,footway,25.8,32.2,Low
1603,1972,41.38135162037224,202.9462680340766,Unnamed,footway,36.6,32.2,Low
1974,1975,35.26940876194546,427.91128590872313,Unnamed,footway,25.1,24.3,Low
1976,1977,35.264775295952326,195.41611172719763,Unnamed,footway,24.3,34.7,Low
1980,1981,43.244638928672885,211.33442377234962,Unnamed,footway,37.2,34.2,Low
4008,896,47.59451449308944,14.592080432518499,Unnamed,footway,46.26,47.56,Low
5792,892,32.93201973349365,33.97236211910967,Unnamed,footway,31.8,31.9,Low
1983,7995,35.427473921993084,65.48793750355136,Unnamed,footway,36.35,30.15,Low
1984,1985,88.93285845955023,309.7622748092816,Unnamed,footway,68.8,67.0,Medium
1986,1987,89.27907486065068,310.9996308465592,Unnamed,footway,69.2,67.0,Medium
1988,1989,61.47385286371532,110.63871479160477,Unnamed,footway,57.55,53.15,Medium
1462,1990,29.012826619257584,6.690722389229145,Telegram Mews,residential,32.12,25.52,Low
1206,1991,36.01674907661739,68.11236882020728,Bremner Boulevard,tertiary,38.32,29.12,Low
1992,1993,39.83293338359454,563.915719811329,Unnamed,footway,22.42,28.52,Low
1994,1995,23.86469751837734,406.2874200575924,Unnamed,footway,17.62,16.32,Low
1997,1998,24.467028391815468,121.31202528943486,Unnamed,footway,16.32,27.32,Low
1999,2000,80.77122862803068,141.6428074633311,Unnamed,footway,69.5,72.0,Medium
2001,2002,46.9408214899558,164.78465235622355,Unnamed,footway,38.75,41.85,Low
2003,2004,74.41004941071132,222.84386870519867,Unnamed,footway,61.65,60.05,Medium
2005,2006,48.11547400758451,267.86492773608717,Unnamed,footway,35.55,40.35,Low
2007,2008,72.23722288943205,163.24030417764982,Unnamed,footway,59.15,65.05,Medium
2009,2010,51.26501015954158,265.802719988681,Unnamed,footway,41.85,39.15,Medium
2011,2012,45.10199129174414,266.90986774562197,Unnamed,footway,39.05,32.15,Low
2014,6621,50.55841697884214,276.40537689578747,Unnamed,footway,43.06,36.16,Medium
2015,2016,40.910057712995524,145.61909025470513,Unnamed,footway,38.56,32.86,Low
2017,2018,64.12152772720013,61.61469747020094,Unnamed,footway,59.15,61.65,Medium
1535,2019,70.68724871415871,55.03356289789126,Eaton Centre level 3,footway,67.0,67.0,Medium
2020,2021,64.4483181373899,21.772780616566035,Unnamed,footway,67.0,59.15,Medium
2023,2024,60.445985614203295,21.910154086277235,Unnamed,steps,59.15,59.15,Medium
2026,2027,87.68626858725668,261.6729293130458,Unnamed,footway,67.0,72.0,Medium
2028,1985,87.71133420748511,262.03358571921007,Unnamed,footway,72.0,67.0,Medium
2030,2031,69.1935864281272,329.3676547190628,Unnamed,footway,49.85,54.25,Medium
2032,2033,42.71091409847098,10.909209431265644,Unnamed,footway,42.65,41.85,Low
2035,2036,46.752124636998936,113.6761466650531,Unnamed,footway,42.13,41.83,Low
2037,2038,29.54267025567026,155.8165201748926,Unnamed,footway,28.26,22.86,Low
2039,2040,54.21035303728925,219.30618617384715,Unnamed,footway,43.86,45.06,Medium
2041,2042,50.45464265047299,219.88981263232571,Unnamed,footway,40.16,42.56,Medium
2043,2044,82.54017552776374,379.117385593379,Unnamed,footway,64.15,55.55,Medium
2045,2046,29.389178774175363,133.841773695037,Unnamed,motorway_link,27.12,24.72,Low
1169,2047,37.868830285968315,148.23621243081575,Unnamed,motorway_link,32.58,33.38,Low
2048,2049,24.67446946251882,55.3665296201377,Unnamed,motorway_link,23.38,23.38,Low
2050,2051,27.54064639009391,167.96634393952138,Unnamed,motorway_link,23.38,23.78,Low
2052,2053,32.239061496573505,93.03480239272781,Unnamed,motorway_link,23.38,35.61,Low
2054,2052,25.78244594336899,102.7564560893494,Unnamed,motorway_link,23.38,23.38,Low
1721,2055,53.56779613721526,27.186886619659756,King Street West,secondary,52.75,51.55,Medium
2055,2056,52.52959484137067,147.68614466617151,King Street West,secondary,51.55,39.99,Medium
2057,2058,44.31072714335487,207.5412765596093,Unnamed,motorway_link,44.01,29.38,Low
2047,2054,34.731849428852904,223.81428572420353,Unnamed,motorway_link,33.38,23.38,Low
2059,2060,26.434596085768174,102.36013702119152,Unnamed,motorway_link,24.18,23.78,Low
328,2059,27.58838752436977,68.07539776886456,Unnamed,motorway_link,27.48,24.18,Low
2060,2061,26.30352188694198,115.50135228761579,Unnamed,motorway_link,23.78,23.38,Low
2061,1035,29.324739304288613,254.26600959318276,Unnamed,motorway_link,23.38,23.38,Low
1621,1182,25.501435759583142,35.38107022262047,Unnamed,motorway_link,23.38,25.88,Low
2062,1763,36.72449517344097,378.8059010114877,Unnamed,motorway_link,17.52,35.75,Low
1755,2062,26.7717524390457,123.91907804557925,Unnamed,motorway_link,30.12,17.52,Low
2063,1765,38.98399511137649,333.46998841718795,Unnamed,motorway_link,28.32,30.15,Low
1164,1162,32.594813339669564,246.21729457731075,Unnamed,motorway_link,23.22,29.09,Low
1178,1205,33.085865439982,280.66055506026703,Unnamed,motorway_link,21.12,30.55,Low
1167,2064,21.069370215688508,125.50054570985641,Unnamed,motorway_link,18.32,19.12,Low
2064,2065,41.82183485960692,440.3938301913868,Unnamed,motorway_link,19.12,38.95,Low
2066,2067,24.526560677542488,32.697291685999595,Unnamed,motorway_link,23.75,23.75,Low
1177,2066,26.738770348701316,170.9555659602065,Unnamed,motorway_link,21.92,23.75,Low
2068,207,36.78974974337586,128.1738651755859,Unnamed,path,28.56,36.66,Low
2069,2070,69.36581645221491,222.30513572184861,Unnamed,footway,57.55,55.95,Medium
2072,2073,34.0515041248944,28.12512454391306,Unnamed,footway,33.12,33.12,Low
2076,2078,33.55736710296647,13.205528471209737,Unnamed,steps,33.12,33.12,Low
2080,2081,41.96942558057421,582.5575256626776,Unnamed,footway,26.72,26.32,Low
2071,2073,33.578638947361746,45.412171462071996,Unnamed,footway,31.12,33.12,Low
2084,2085,28.48453662241114,60.08696026837155,Unnamed,footway,23.22,30.52,Low
2086,2087,26.56732125657553,146.62586346894807,Unnamed,footway,24.42,21.92,Low
2088,97,23.04302407887935,124.04995506728534,Unnamed,service,21.4,19.6,Low
2090,2092,27.883382654461517,56.18873691142117,Unnamed,footway,27.8,25.0,Low
2095,2096,27.5631853202399,85.16477638739775,Unnamed,footway,17.4,33.4,Low
6679,2097,35.77847947289166,40.07207770033891,Unnamed,service,33.4,35.4,Low
2099,2100,42.2177676863367,472.02816200616104,Unnamed,footway,36.33,21.03,Low
2102,2103,35.970985048765925,49.17558841376473,Arnold Avenue,residential,37.67,30.9,Low
2104,2105,50.44324521547342,97.54667570655825,Unnamed,footway,48.06,43.86,Medium
1314,322,80.28416902672375,74.25127486082488,Yonge Street,primary,72.32,77.15,Medium
1800,2106,79.93275985355453,85.30563277059757,Yonge Street,primary,74.15,73.15,Medium
2106,1314,80.94971943713166,112.94039234387392,Yonge Street,primary,73.15,72.32,Medium
2107,3925,22.158144086897106,42.73619232456963,Unnamed,footway,21.1,21.4,Low
2108,2109,28.998494347271144,78.01094227773768,Unnamed,cycleway,30.7,23.1,Low
2109,2110,28.89202817625719,399.12969376548153,Waterfront Recreational Trail,cycleway,23.1,18.2,Low
2109,2107,31.356262853003923,418.835423212847,Waterfront Recreational Trail,cycleway,23.1,21.1,Low
1810,2111,22.345449088094544,310.5835242284189,Unnamed,cycleway,15.4,18.7,Low
2112,2113,19.589071768890186,97.42698985379187,Unnamed,footway,15.4,20.3,Low
2114,2115,42.791968522854155,93.02601590942932,Ontario Place Boulevard,service,42.9,35.4,Low
4199,2116,39.09988883605446,113.63967063669787,Unnamed,footway,31.66,38.56,Low
2118,1294,56.35666078201292,134.85019697972075,Queen Street East,secondary,55.06,44.26,Medium
1294,2119,101.49294576613075,863.6236828154747,Queen Street East,secondary,44.26,64.66,High
2120,2121,51.53708293664295,23.37337046550751,Jarvis Street,secondary,47.26,53.46,Medium
2122,2118,65.23587567299242,117.9140720245467,Queen Street East,secondary,61.65,55.06,Medium
2123,2118,66.2974184215303,197.56897437735364,Jarvis Street,secondary,55.66,55.06,Medium
2124,2122,80.18144532309967,198.52683592077219,Mutual Street,residential,72.15,61.65,Medium
2125,2126,66.34203195211961,179.41390137101547,Unnamed,footway,61.65,50.85,Medium
2127,2128,67.05053218445957,179.42888627017714,Unnamed,footway,52.05,61.65,Medium
2129,4912,73.18122999327812,197.7288051273015,Dalhousie Street,residential,72.15,50.05,Medium
2131,2132,80.56445362251645,395.05547398296886,Unnamed,footway,59.15,56.35,Medium
2133,87,40.48672111936182,17.893679933672267,Fleet Street,tertiary,40.6,38.95,Low
2133,53,41.813337140337175,16.119979109044237,Bathurst Street,secondary,40.6,41.7,Low
2134,2135,21.75142750111445,68.07893450107768,Remembrance Drive,service,20.03,20.7,Low
2136,2137,44.16228664194833,582.8776574175031,Unnamed,cycleway,22.4,33.4,Low
2138,1806,27.017734584673807,302.059498056569,Unnamed,cycleway,20.0,21.5,Low
2139,2138,18.154366936259134,37.39239635766478,Waterfront Recreational Trail,cycleway,15.0,20.0,Low
2140,185,57.307401341857314,520.0902212694249,Christie Street,tertiary,38.4,37.0,Medium
851,850,38.98058431275295,139.78316703956003,Dupont Street,secondary,34.0,34.4,Low
70,2141,50.94704792379209,59.19018552582313,Dupont Street,secondary,51.4,44.8,Medium
2142,2143,69.11501585547228,31.567400827944585,Unnamed,footway,67.0,67.0,Medium
2144,2145,76.80061022142736,125.28366624801981,Unnamed,footway,69.5,67.0,Medium
2146,2147,57.703649100553456,35.97215620383224,Unnamed,footway,57.55,53.85,Medium
2148,412,54.30575775588699,26.185898637320324,Queen Street West,secondary,54.39,51.45,Medium
2149,2150,35.25759601460339,112.22700361524876,Unnamed,footway,31.85,31.55,Low
2151,2152,36.89876055541583,113.08478296880328,Unnamed,footway,32.35,33.95,Low
2154,2155,64.67571171748286,303.94580075570263,Unnamed,footway,56.75,42.45,Medium
2156,2157,62.01303300511713,272.0622154895821,Unnamed,footway,55.05,42.45,Medium
2154,2155,70.94632637339278,430.36948333453165,Unnamed,footway,56.75,42.45,Medium
2159,2160,91.59222719408511,573.7496081457923,Unnamed,footway,58.85,57.55,Medium
2161,2162,60.22420090872372,257.29020686270815,Unnamed,footway,57.55,38.25,Medium
2163,2164,29.80540616010868,157.491501363444,Unnamed,footway,23.6,27.9,Low
2165,2166,29.46672436096567,2.2695360872677015,Unnamed,footway,29.2,29.6,Low
2167,2168,70.25660305771522,152.69242096333426,Unnamed,footway,62.7,59.2,Medium
2169,2170,63.25850128087087,290.9898220585892,Unnamed,footway,40.45,57.55,Medium
2171,1279,58.30379618669788,199.66658820366013,Unnamed,footway,40.45,56.75,Medium
2172,2173,56.09406096410688,356.5673751900091,Unnamed,footway,40.45,42.25,Medium
2171,2174,47.32500013036954,85.43578280664082,Unnamed,footway,40.45,46.75,Low
2169,2175,58.087823737908856,185.46579056956844,Unnamed,footway,40.45,57.55,Medium
666,329,73.58759849822302,21.340714756738596,Dundas Street West,secondary,72.05,72.05,Medium
660,2176,71.33579046702988,56.044270422352135,Spadina Avenue,secondary,67.55,67.55,Medium
545,2148,72.56830181154837,296.5571165186416,Queen Street West,secondary,57.55,54.39,Medium
414,2177,75.12137981776635,116.21663919415087,Spadina Avenue,secondary,67.55,67.05,Medium
2178,0,28.360506244810207,21.264178783226654,Unnamed,footway,25.92,29.62,Low
2075,2179,34.329582872301664,36.521221989784664,Unnamed,footway,33.12,33.12,Low
1461,2180,33.956074147621344,42.556774566206315,Unnamed,service,32.72,32.42,Low
2181,2182,25.18604936160617,220.8458246052434,Lower Don Recreational Trail,cycleway,21.88,19.38,Low
2183,2184,20.488493778104083,15.287104960559128,Waterfront Trail,footway,20.18,20.18,Low
2185,2186,35.19334827934844,25.148507991507188,Cherry Street,tertiary,32.28,36.38,Low
2187,2188,34.96179990859091,78.73495552579169,Cherry Street,tertiary,35.88,28.94,Low
2189,1364,69.94382067279173,1821.453032383692,Lower Don Recreational Trail,construction,23.78,25.8,Medium
2190,2191,31.240765655839738,612.0106117564366,Lower Don Recreational Trail,cycleway,19.38,19.38,Low
2192,2193,44.42799213192335,60.33394109602274,Unnamed,footway,42.65,41.15,Low
8426,2194,25.676344840925463,64.52507632360954,Unnamed,footway,22.42,25.82,Low
2195,2196,21.522770090820693,26.36004248071982,Unnamed,footway,22.82,19.12,Low
2197,2198,45.93381159198898,132.76970633758276,Unnamed,footway,41.15,39.95,Low
2199,2200,31.228249626403894,100.3611566738512,Unnamed,footway,26.58,30.18,Low
2202,2203,32.922481217556,15.185976489546546,Bay West Teamway,footway,34.68,30.18,Low
8537,2204,25.09703244520193,10.75442791791903,Unnamed,footway,25.88,23.78,Low
2205,2206,18.399991537431585,50.227827478971534,Unnamed,footway,17.92,17.12,Low
2207,62,36.23937743686946,36.002785502271465,Parliament Street,secondary,32.18,37.78,Low
1267,1268,33.92799420681559,280.3016681817203,Stadium Road,residential,25.9,27.1,Low
2208,2209,35.69467760169006,160.80252363219705,Unnamed,footway,29.4,32.1,Low
2211,2212,29.89188991239257,159.9491622969564,Unnamed,footway,27.62,23.92,Low
2213,2214,28.829715927707728,35.178309792018844,Fleet Street,residential,25.4,30.3,Low
2215,2216,34.34536533526004,182.28452100723044,Fleet Street,residential,34.7,23.4,Low
1266,2217,34.08798041325241,40.37785482229235,Lake Shore Boulevard West,primary,32.43,33.1,Low
1263,2218,31.912332981434123,81.22422434132226,Unnamed,service,22.6,36.43,Low
2219,2137,37.002032982847496,196.8957781933526,Old Martin Goodman Trail,cycleway,28.43,33.4,Low
2114,2221,33.55890419276971,98.49113560620988,Ontario Place Boulevard,service,42.9,18.2,Low
2114,2135,48.07219445342453,511.70422809511115,Remembrance Drive,service,42.9,20.7,Low
2223,2936,71.13415161056885,157.59400505400887,Unnamed,footway,55.5,67.4,Medium
2224,2225,28.57347915758482,88.51349171751694,Remembrance Drive,service,29.7,22.8,Low
2226,2227,15.759706232409435,50.64708216062907,Unnamed,steps,15.4,14.6,Low
2226,2111,17.585741738477193,31.421802843237106,Unnamed,footway,15.4,18.7,Low
2229,51,32.966278472797875,89.79432967926839,Lake Shore Boulevard West,primary,31.1,29.4,Low
51,2230,29.576986775232175,14.647916817570476,Ontario Drive,unclassified,29.4,28.9,Low
1356,1355,49.95667929943628,24.33215705220997,Spadina Road,secondary,50.77,46.77,Low
1356,1695,62.07522922736777,64.4813380325436,Spadina Road,secondary,50.77,65.86,Medium
2231,2232,37.9825849548643,368.7418001752901,Unnamed,footway,31.0,24.5,Low
806,944,48.25511055882975,176.95391606901842,Dupont Street,secondary,42.0,40.0,Low
2233,2234,39.95676299960055,68.36264704814282,Unnamed,service,29.6,45.2,Low
851,831,32.6901870873252,119.5269550453837,Unnamed,service,34.0,24.4,Low
952,2235,35.7301677758028,205.06468046552453,Unnamed,service,30.4,28.9,Low
850,818,38.205106599471,65.69335005497928,Dupont Street,secondary,34.4,37.3,Low
818,1145,52.75956736357687,272.8484285543274,Dupont Street,secondary,37.3,45.6,Medium
819,181,41.2007186042257,297.66042847954964,Manning Avenue,residential,29.7,33.8,Low
689,2237,72.76887688693019,102.55874071106348,Victoria Street Lane,service,68.35,63.65,Medium
