source,target,weight,length_m,street_name,highway_type,start_node_weight,end_node_weight,category
6613,6614,22.138188484688428,35.462510977008016,Unnamed,footway,22.18,20.58,Low
6615,5039,30.120633730623773,70.76550766526022,Unnamed,footway,26.78,29.48,Low
6616,6617,21.52964869514806,26.19869852945981,Unnamed,footway,21.38,20.58,Low
4931,6618,21.50024669638275,34.66057249195139,Unnamed,footway,21.38,20.18,Low
7480,6619,35.817086302951516,111.29650334941114,Unnamed,footway,27.38,37.08,Low
6620,6621,36.42400644889158,25.739409994130813,Unnamed,footway,34.86,36.16,Low
6623,6455,36.19773531111728,12.24092033325687,Unnamed,footway,35.96,35.56,Low
6455,1844,44.103801608897776,212.97584182887175,Unnamed,footway,35.56,37.16,Low
6624,6625,37.009081022911936,20.658605154769436,Unnamed,footway,36.26,36.26,Low
6625,1845,45.47242908010634,179.26423962931352,Unnamed,footway,36.26,40.86,Low
4351,6626,37.213309990853794,26.290953967286285,Unnamed,footway,35.66,36.86,Low
3949,6627,21.6909717949684,51.428589188967656,Unnamed,footway,21.88,19.38,Low
7523,5978,40.258967945758066,17.668552723914665,Unnamed,footway,39.76,39.36,Low
6628,6629,24.882429927211824,2.9193844099889095,Unnamed,steps,26.46,23.16,Low
6630,6631,30.876134374835132,2.1465230391148684,Unnamed,steps,32.06,29.56,Low
6633,6630,32.48860564549835,27.79518018027044,Unnamed,footway,31.16,32.06,Low
6634,6635,29.959160227800954,13.503390656324523,Unnamed,steps,30.36,28.76,Low
6635,6636,29.065360406843567,21.270569460420543,Unnamed,footway,28.76,28.16,Low
6974,6636,27.308374166774207,24.320111281853105,Unnamed,service,25.16,28.16,Low
6638,6637,35.418180116287125,24.831600587011707,Unnamed,footway,33.96,35.16,Low
4788,6639,23.872118823476473,4.718805701871971,Unnamed,steps,24.36,23.16,Low
3393,3390,37.081714589474934,30.04762748541496,Unnamed,footway,36.8,35.2,Low
3393,6640,43.51666608280693,243.3333166516264,Unnamed,footway,36.8,33.2,Low
6010,2098,34.57554074681457,19.92745565824686,Unnamed,footway,33.4,34.4,Low
5168,6641,52.40500964385004,2.9666917483261606,Unnamed,footway,52.25,52.25,Medium
3923,6642,20.95540380387917,14.789530454197262,Unnamed,footway,21.9,19.4,Low
3387,3388,24.841119879323184,18.078683578819156,Unnamed,footway,24.4,24.4,Low
6643,3089,39.34134831332103,81.25184315847258,Unnamed,cycleway,31.42,41.35,Low
6607,365,69.83337192531312,97.75008921344192,Unnamed,service,60.83,66.4,Medium
6644,6645,27.802520893498524,32.783094112129426,Unnamed,service,26.57,27.27,Low
6646,6647,28.205680334778087,105.23825763237008,Unnamed,service,24.87,26.17,Low
6648,6649,16.951655655483197,1.8709016243024261,Unnamed,steps,16.92,16.92,Low
6650,6651,17.458633078314136,19.77996952769481,Unnamed,footway,16.92,17.32,Low
6651,6653,17.391967501819718,4.155167541554186,Unnamed,steps,17.32,17.32,Low
6652,6650,16.951181882866404,1.8429008786288827,Unnamed,steps,16.92,16.92,Low
6654,6655,27.866538883808662,7.102959299192742,Unnamed,footway,28.07,27.27,Low
6656,6657,26.83497735905442,6.185877729824503,Unnamed,footway,26.47,26.87,Low
6657,6654,27.596594546849673,4.6084654841526405,Unnamed,footway,26.87,28.07,Low
6659,6656,26.657043015855777,22.517952276784644,Unnamed,footway,25.67,26.47,Low
6658,6659,25.760321433500376,3.5185599337894296,Unnamed,steps,25.67,25.67,Low
6660,5044,21.738967457215548,3.1826237755212317,Unnamed,steps,21.67,21.67,Low
1813,6661,22.113361621035217,1.9647313563760278,Unnamed,steps,22.07,22.07,Low
6661,6662,23.583930276412694,59.00001241188575,Unnamed,footway,22.07,22.47,Low
1007,610,60.157320671777136,105.8331005841384,Wolseley Street,residential,56.45,52.35,Medium
6663,6664,17.726426856457003,30.60621258470955,Unnamed,steps,17.4,17.0,Low
3789,2824,20.105380903984962,10.320648441455546,Unnamed,steps,22.4,17.4,Low
6664,6665,16.913348556405577,6.7469378812843654,Unnamed,footway,17.0,16.6,Low
3383,3386,22.58581133904094,12.816651974929988,Unnamed,footway,22.3,22.3,Low
6668,6640,30.928150324442253,20.731033809975276,Unnamed,footway,27.4,33.2,Low
6640,3389,33.5417852132925,16.41773373613637,Unnamed,footway,33.2,32.8,Low
3392,3389,33.52614390704719,22.13853375143883,Unnamed,footway,32.8,32.8,Low
3392,6668,30.634916261084623,17.771304354970955,Unnamed,footway,32.8,27.4,Low
6669,6670,35.128903937887635,129.54675041439347,Unnamed,footway,35.6,26.6,Low
6671,6669,39.191235272318664,96.25832929562701,Unnamed,footway,35.9,35.6,Low
6672,6673,33.5695374645525,14.185421889803662,Unnamed,footway,34.7,31.5,Low
6674,6669,35.16545297719381,19.288492092574163,Unnamed,footway,33.4,35.6,Low
6669,6673,33.970109414800525,12.52189015798888,Unnamed,footway,35.6,31.5,Low
1198,1343,45.96059470266674,137.63848273927573,Hanna Avenue,residential,40.8,40.0,Low
6672,6674,34.5810881068698,15.597301229656427,Unnamed,footway,34.7,33.4,Low
6675,6640,43.70113071622721,264.86630148269785,Unnamed,footway,35.9,33.2,Low
6677,6678,35.85236491458274,86.43530044190146,Unnamed,footway,32.6,33.4,Low
6679,6677,33.688130863183076,20.85245039948719,Unnamed,footway,33.4,32.6,Low
6678,6680,34.1040825780546,21.080316708221584,Unnamed,footway,33.4,33.4,Low
6680,6672,35.790111349738474,51.10459176911814,Unnamed,footway,33.4,34.7,Low
6673,3075,37.116941465422464,101.39292182262501,Unnamed,footway,31.5,35.9,Low
6675,6681,34.97270402292313,9.313247414808966,Unnamed,footway,35.9,33.4,Low
6461,6675,35.43116582253852,40.56287290862029,Unnamed,footway,32.2,35.9,Low
6683,6682,37.13833037422659,156.41695077772388,Unnamed,corridor,32.83,31.4,Low
3382,3384,23.123254900466367,18.645590328914615,Unnamed,footway,22.3,23.1,Low
3384,6684,30.943498850978166,111.07715802435065,Unnamed,footway,23.1,32.6,Low
6684,6007,33.33635872278383,16.352400084873018,Unnamed,footway,32.6,33.0,Low
6685,5036,19.112792861253087,5.9364663817413605,Unnamed,steps,19.0,19.0,Low
3387,3371,23.613551524876666,20.023823968754375,Unnamed,footway,24.4,21.9,Low
3390,3387,39.78883831898377,335.1959167444218,Unnamed,footway,35.2,24.4,Low
3923,3388,23.578941921503475,18.528808704253954,Unnamed,footway,21.9,24.4,Low
6686,3923,27.047361108557972,215.61173521608873,Unnamed,footway,22.6,21.9,Low
6687,6688,15.234781991972602,60.91796601480512,Garrison Crossing,path,14.52,14.2,Low
6689,6690,18.146061967742234,209.73746451614892,Unnamed,footway,14.2,15.8,Low
6692,3042,21.943817027171068,20.642652426561188,Unnamed,footway,21.1,21.9,Low
3039,6692,19.632150176920064,75.7342562695926,Unnamed,footway,15.4,21.1,Low
3385,6693,25.341260225633278,15.681772570472043,Unnamed,footway,26.4,23.5,Low
6693,3044,21.472338164861085,103.97625526278067,Unnamed,footway,23.5,15.4,Low
3036,2211,29.10347003801104,40.896639413842614,Unnamed,footway,28.3,27.62,Low
4132,4128,27.08015037244008,43.14908984746076,Unnamed,footway,26.3,25.62,Low
3093,2549,45.10072568265515,50.80907927901102,Strachan Avenue,tertiary,40.92,44.92,Low
6694,6695,26.844385321056773,18.375770905037015,Unnamed,footway,25.16,27.56,Low
6697,6696,28.206500277556408,38.530938054359765,Unnamed,footway,28.76,25.56,Low
6698,6694,25.005684630471894,9.922642587717982,Unnamed,steps,24.36,25.16,Low
6695,6697,28.92183954907198,27.053961259658386,Unnamed,footway,27.56,28.76,Low
9922,6699,27.35616031510071,14.694373705515764,Unnamed,footway,27.16,26.76,Low
6700,6701,32.0480462078516,62.60100158659153,Unnamed,service,30.76,29.56,Low
6703,6704,31.17326116488778,87.69229465763377,Unnamed,footway,23.56,33.76,Low
6705,6706,23.818949345123542,87.12685281257606,Unnamed,footway,23.36,20.46,Low
3072,6298,19.694364438057672,18.32287683855583,Unnamed,footway,20.46,18.22,Low
6301,6707,20.078089624054826,17.1271339440133,Unnamed,footway,23.76,15.72,Low
6708,6709,37.28930265821371,2.9398240509335576,Unnamed,steps,36.98,37.38,Low
5742,6710,22.689610192705757,7.531536088177348,Unnamed,footway,23.12,21.92,Low
5742,11080,23.698152162241197,16.215787403138744,Unnamed,footway,23.12,23.52,Low
6710,6711,22.419101566672268,13.521770645220073,Unnamed,steps,21.92,22.32,Low
6710,6711,22.19682680193392,3.4731827275731884,Unnamed,footway,21.92,22.32,Low
6713,6714,27.381463808030897,174.16225591899223,Unnamed,footway,18.47,28.17,Low
6712,6713,18.742683821436415,25.872130346820754,Unnamed,footway,18.07,18.47,Low
5513,6715,26.422831516218196,17.436716065390662,Unnamed,footway,26.57,25.37,Low
3100,3114,32.72771152129728,313.3110562318328,Unnamed,footway,24.97,24.87,Low
2774,5512,37.81066419900577,19.980151038731368,Unnamed,footway,36.27,37.87,Low
3113,6716,41.663808972960965,19.42277888331183,Unnamed,footway,41.47,40.27,Low
2774,6716,39.219114316034535,24.800478600327455,Unnamed,footway,36.27,40.27,Low
6717,6260,22.019020769584632,6.813935509128181,Unnamed,footway,21.67,22.07,Low
6718,900,32.38306088279426,113.96838262106164,White Squirrel Way,unclassified,25.02,33.12,Low
6330,5096,29.584317279038874,26.520377482264866,Unnamed,footway,28.62,29.02,Low
2678,2838,35.7300190157127,36.55407646395995,Workman Way,unclassified,39.22,29.72,Low
6719,6720,18.88421315228183,14.189750391075755,Unnamed,footway,21.12,16.12,Low
6721,6722,20.08108060625944,15.73498261302168,Unnamed,footway,21.02,18.52,Low
6722,5095,26.470475256560672,55.8625949964368,Unnamed,footway,18.52,31.62,Low
6340,6338,28.358125066891315,13.876477185960436,Unnamed,footway,29.82,26.12,Low
6723,6719,19.324827833993595,37.853267131771865,Unnamed,footway,16.12,21.12,Low
6724,6723,16.34746748691206,14.110886284867053,Unnamed,footway,16.12,16.12,Low
6329,6725,26.853183971865715,28.06983046959089,Unnamed,footway,26.52,25.72,Low
6725,6721,24.85941093837358,63.731747469986395,Unnamed,footway,25.72,21.02,Low
6308,6310,41.65936254293268,117.77200276181071,Unnamed,footway,41.17,33.37,Low
6311,6352,34.77567840599551,115.67784427319565,Unnamed,footway,32.97,29.37,Low
4319,1240,46.22702293140032,80.8282191115343,Queen Street West,secondary,39.32,46.22,Low
6727,6728,23.29554304350713,4.118234633928228,Unnamed,footway,26.2,20.2,Low
6729,6728,19.9421991885915,7.181777201591035,Unnamed,steps,19.4,20.2,Low
3880,6730,14.911089102891879,21.307472800813567,Unnamed,footway,15.0,14.2,Low
6730,3038,14.49593335249162,20.840376936029724,Unnamed,footway,14.2,14.2,Low
6731,6732,14.910216579503865,21.247710924922234,Unnamed,footway,14.2,15.0,Low
3045,6731,14.570211298275506,26.07121818841587,Unnamed,footway,14.2,14.2,Low
6734,6735,19.682622713023658,25.13659963664872,Unnamed,footway,19.0,19.4,Low
6732,4261,19.651027845779595,155.94281445762317,Unnamed,footway,15.0,19.0,Low
6736,3046,19.442199279851174,12.614545825581903,Unnamed,footway,19.0,19.4,Low
6739,6738,15.794005515122247,12.43625096937467,Unnamed,steps,15.8,15.4,Low
6727,6733,35.75712880891099,655.4226300421755,The Bentway,pedestrian,26.2,17.0,Low
6741,6727,26.990648222842644,77.4709869398262,Unnamed,footway,23.9,26.2,Low
6688,6742,15.3677055873201,97.69325623714995,Garrison Crossing,path,14.2,13.8,Low
6742,6743,15.299803549181792,62.48635758206886,Garrison Crossing,path,13.8,15.0,Low
6744,6745,17.037059735600984,14.110698547677604,Unnamed,footway,16.6,17.0,Low
6746,4425,19.125399461965827,108.7188093893231,Unnamed,footway,17.4,17.1,Low
6747,6748,16.500186815854047,18.53005036136087,Unnamed,footway,15.8,16.6,Low
6749,6750,17.09614174980258,17.627485107296618,Unnamed,footway,16.2,17.4,Low
5453,3354,24.50443235501705,16.781425519379653,Garrison Road,unclassified,24.6,23.6,Low
3354,4124,22.82801617729509,14.578496768670687,Unnamed,service,23.6,21.4,Low
6752,6753,32.20909876285089,13.821176041891448,Unnamed,steps,32.17,31.37,Low
6754,4115,31.202853388923174,14.067383455416744,Unnamed,steps,30.97,30.57,Low
6755,6756,32.43656757209913,20.981037837555082,Unnamed,service,32.17,31.37,Low
6757,6755,32.81451518510992,13.732319589432189,Unnamed,service,32.57,32.17,Low
6756,6758,31.34666715060471,12.162323235541152,Unnamed,service,31.37,30.57,Low
6764,6763,16.080415169996556,49.63545496061062,Unnamed,footway,14.92,15.72,Low
6765,6766,17.254014110098836,97.58359479000228,Unnamed,footway,16.52,14.92,Low
6108,6320,28.16379799701477,153.30868128643587,Unnamed,footway,24.22,24.62,Low
6767,6768,34.714076269476294,23.410267378428543,Unnamed,footway,35.12,32.72,Low
6768,6273,37.786874920108296,320.2961188018273,Unnamed,footway,32.72,24.52,Low
6769,6770,27.873465614801464,12.843954026215963,Unnamed,footway,28.32,26.72,Low
6283,6769,36.81634646135277,139.11963061116242,Unnamed,footway,36.32,28.32,Low
6770,6771,24.07146606124063,19.113719781567898,Unnamed,footway,26.72,20.52,Low
6772,6769,28.29550997454227,20.761543093155684,Unnamed,footway,27.12,28.32,Low
6767,6283,36.36406892521819,18.031044938919244,Unnamed,footway,35.12,36.32,Low
6773,6774,30.128637196540765,106.85662000517152,Unnamed,footway,22.62,31.82,Low
6771,6772,24.114006548971265,12.342844205342915,Unnamed,footway,20.52,27.12,Low
6772,6775,34.52194134334605,138.58645591510722,Unnamed,footway,27.12,33.52,Low
6776,6772,26.04626050676247,70.98110636358824,Unnamed,footway,21.52,27.12,Low
6776,3059,20.349438209183436,13.923179331511584,Unnamed,footway,21.52,18.62,Low
6777,6776,26.018593766966234,137.67353594080615,Unnamed,footway,24.22,21.52,Low
6776,3588,22.94075237366418,11.943201308521223,Unnamed,footway,21.52,23.82,Low
6777,6315,22.620950555568086,18.04457945850968,Unnamed,footway,24.22,20.22,Low
6315,3063,23.467199390782394,105.90006554111191,Unnamed,footway,20.22,22.22,Low
6283,6775,35.7044509585499,22.4642313444986,Unnamed,footway,36.32,33.52,Low
6775,6777,30.717492672484763,63.99351134342789,Unnamed,footway,33.52,24.22,Low
6775,6768,33.71971086387565,18.10721207353984,Unnamed,footway,33.52,32.72,Low
6335,6778,31.42895470428617,219.5946722656644,Unnamed,footway,31.02,20.52,Low
6778,3059,21.03322745318269,74.76890409722483,Unnamed,footway,20.52,18.62,Low
6318,6779,29.247041522568576,225.26357446872967,Unnamed,footway,28.22,19.52,Low
3062,3059,19.52822386172718,13.400304189267196,Unnamed,footway,19.92,18.62,Low
6322,6321,20.182797266302927,50.09351021347177,Unnamed,footway,17.82,20.62,Low
3068,6322,17.76870370843713,20.01743446826217,Unnamed,footway,17.02,17.82,Low
3068,6779,20.478185990577682,120.86403889314083,Unnamed,footway,17.02,19.52,Low
4133,6780,22.787532584726335,21.862447745575732,Unnamed,footway,24.4,20.2,Low
4129,4133,24.088348646648615,28.97687512381949,Unnamed,footway,22.42,24.4,Low
1276,981,35.172162776189225,13.023121434021492,Unnamed,tertiary,32.42,37.02,Low
981,55,34.4013618295233,9.725912225515179,Eireann Quay,tertiary,37.02,31.12,Low
1334,6781,31.933434306933727,67.29392737077953,Bathurst Street,secondary,26.32,33.52,Low
6782,6783,33.136670672653,3.229508708840301,Unnamed,footway,34.28,31.78,Low
6784,6782,35.906881485785966,162.03499953999895,Unnamed,footway,27.52,34.28,Low
6785,6786,33.783611238369126,30.616572250430906,Unnamed,footway,34.58,30.98,Low
6578,6787,31.96285787476777,4.48956237485129,Unnamed,footway,34.12,29.52,Low
6789,6784,27.744575026824386,15.54081357336702,Unnamed,footway,27.12,27.52,Low
6790,6789,29.972104855727544,113.37685199582259,Unnamed,footway,26.72,27.12,Low
3865,2403,26.50647237933129,28.578672073390894,Unnamed,footway,23.92,27.62,Low
2403,6578,38.89794616256916,260.0565650330146,Unnamed,footway,27.62,34.12,Low
6791,6790,26.772413291916052,17.18895486003233,Unnamed,footway,25.92,26.72,Low
6792,6791,34.33938121020782,294.8484619233715,Unnamed,footway,27.12,25.92,Low
6790,2403,28.00588113411731,30.764855874762862,Unnamed,footway,26.72,27.62,Low
3850,6792,26.814723493709828,11.113253910626817,Unnamed,footway,25.92,27.12,Low
3864,3849,30.216470566713404,28.820924981729654,Unnamed,footway,30.42,28.32,Low
3931,3849,28.97163836736734,23.009829356191236,Unnamed,footway,28.32,28.32,Low
3929,3931,30.291249208256197,31.367014240932885,Unnamed,footway,30.42,28.32,Low
2446,1378,39.43046091349856,15.725422810369762,Robertson Crescent,residential,41.32,36.32,Low
3438,6794,23.333564072241998,24.750288636012,Unnamed,footway,23.62,21.92,Low
3438,6795,23.55212450359064,16.492209908961545,Unnamed,footway,23.62,22.72,Low
6795,3929,32.44019755494816,220.93329149221532,Unnamed,footway,22.72,30.42,Low
4655,6796,27.144263630959447,15.878129901176901,Unnamed,footway,25.92,27.52,Low
6796,3927,30.07986110704391,101.01980626075806,Unnamed,footway,27.52,27.12,Low
6797,4965,26.79071216066523,2.646413198549112,Unnamed,steps,26.32,27.12,Low
6797,4655,26.526576486213063,15.565715398662439,Unnamed,footway,26.32,25.92,Low
6798,6799,21.463397825839806,66.76927563816136,Unnamed,footway,20.32,19.92,Low
6799,3878,22.237012371042283,43.01183729091384,Unnamed,footway,19.92,22.72,Low
1455,4141,31.224928018451223,22.0925701620696,Queens Quay West,tertiary,30.95,30.15,Low
5515,6798,27.04385033403904,39.34859085469019,Unnamed,footway,31.72,20.32,Low
0,5515,31.484750840778965,26.5650746911954,Unnamed,footway,29.62,31.72,Low
6801,1165,23.424610121918548,16.91383207807882,Unnamed,primary_link,26.95,19.12,Low
6802,4421,20.288117086068258,23.61842008417058,Unnamed,footway,16.72,22.92,Low
6803,6802,17.23412762351928,69.11461684362811,Unnamed,footway,15.52,16.72,Low
1994,6803,16.784418053708592,12.940136011381545,Unnamed,footway,17.62,15.52,Low
6804,4421,21.96787999450399,42.61414307090585,Unnamed,footway,19.22,22.92,Low
6183,6184,29.73873585857627,30.09130095518784,Unnamed,service,32.42,25.32,Low
6805,6806,16.480463832189784,22.361279912517734,Unnamed,footway,15.52,16.72,Low
1880,6805,15.555972885498518,15.402929862827591,Unnamed,footway,15.12,15.52,Low
6806,6804,18.45806479180688,27.159977284745807,Unnamed,footway,16.72,19.22,Low
6807,2509,27.608452140120516,25.57400223330289,Unnamed,footway,26.92,26.92,Low
6808,3027,19.07439537265555,5.503182533239525,Unnamed,footway,17.92,20.02,Low
1881,6809,27.05868532334833,28.065551798948846,Unnamed,footway,26.12,26.52,Low
6809,2512,25.034659460271833,97.04905610306022,Unnamed,footway,26.52,19.12,Low
2513,6810,18.259681652755322,30.456075211925544,Unnamed,footway,16.32,19.12,Low
6810,4873,26.699445807690726,21.597314241083907,Unnamed,footway,19.12,33.15,Low
6811,2510,19.071708534836194,38.19861376353798,Unnamed,footway,20.82,15.92,Low
6386,6811,25.535779759140766,24.093834334901207,Unnamed,footway,29.05,20.82,Low
4874,2452,27.439874517844924,14.413106020145177,Unnamed,footway,27.45,26.65,Low
2452,6812,30.757932960598065,128.73148479258958,Unnamed,footway,26.65,27.85,Low
6812,4734,29.355042694145087,22.823787252441885,Unnamed,footway,27.85,29.55,Low
4734,2461,41.04459885549962,268.76657976814903,Unnamed,footway,29.55,35.15,Low
3092,6781,35.80624733105801,12.33382332649168,Bathurst Street,secondary,37.22,33.52,Low
3364,3091,49.70766291383192,86.50629319851188,Bathurst Street,secondary,42.55,48.95,Low
1280,3364,44.15351386932062,66.50999684349333,Bathurst Street,secondary,40.25,42.55,Low
2461,6814,31.156259956346368,30.469983672775527,Unnamed,footway,35.15,25.32,Low
6312,6377,35.61503340836715,11.790721828611867,Unnamed,footway,35.05,35.35,Low
6313,6312,36.398806849903856,75.29710044029144,Unnamed,footway,32.65,35.05,Low
6815,6312,34.305966796147615,30.67348043105348,Unnamed,footway,31.52,35.05,Low
6815,6816,29.619425463264726,70.45267304896015,Unnamed,footway,31.52,23.82,Low
6383,6815,32.80047369411774,16.43860223482299,Unnamed,footway,33.02,31.52,Low
6817,6313,32.407996851896286,11.169948577107276,Unnamed,footway,31.45,32.65,Low
6379,6397,34.30659804806307,68.74137221380286,Unnamed,footway,35.15,29.05,Low
6816,6381,23.96982382323851,14.810492093078283,Unnamed,footway,23.82,23.42,Low
6818,6817,41.24412417007945,269.0499744639833,Unnamed,footway,33.55,31.45,Low
6819,3377,33.0342858176768,17.378682404582772,Unnamed,footway,33.52,31.42,Low
6820,3376,34.04879897088994,17.29306754974422,Unnamed,footway,35.12,31.82,Low
3661,6821,23.319164484682055,125.4423013842691,Unnamed,footway,19.92,21.52,Low
6821,3662,22.198730409359257,71.36729774899898,Unnamed,footway,21.52,19.92,Low
3378,6821,21.424875629312186,14.435399115160433,Unnamed,footway,20.72,21.52,Low
3378,6822,23.454100502965005,142.987353945663,Unnamed,footway,20.72,20.32,Low
3375,3378,21.937907572047,19.419496842332695,Unnamed,footway,22.32,20.72,Low
6823,3375,22.03546453423963,14.524149826870588,Unnamed,footway,21.12,22.32,Low
6824,6823,21.996361119006018,71.94742295350952,Unnamed,footway,19.92,21.12,Low
3663,6825,17.74511077065305,18.663075238406922,Unnamed,footway,17.42,17.42,Low
6825,6383,31.970758211877058,267.67479032026387,Unnamed,footway,17.42,33.02,Low
3662,3663,18.9387263138265,14.393482261730064,Unnamed,footway,19.92,17.42,Low
6825,6824,18.916737831531286,13.215738164503712,Unnamed,footway,17.42,19.92,Low
3662,6824,20.286391421825968,18.39314366596221,Unnamed,footway,19.92,19.92,Low
6824,6815,32.59049072183752,267.1263888739315,Unnamed,footway,19.92,31.52,Low
6826,6827,15.378579174180366,17.10179723415115,Unnamed,footway,15.32,14.92,Low
6816,6823,28.42898509799472,265.1973786379493,Unnamed,footway,23.82,21.12,Low
6828,6829,15.371010700162676,16.601236783245866,Unnamed,footway,15.32,14.92,Low
6830,6831,16.056623075401472,21.41368164131494,Unnamed,footway,16.12,15.32,Low
6832,6833,16.06376987232165,21.868312488654613,Unnamed,footway,15.32,16.12,Low
6834,3054,25.05924746942812,303.81100257170243,Unnamed,footway,19.82,18.62,Low
379,1912,85.35049806054676,151.05189562436604,Adelaide Street West,secondary,66.7,81.6,Medium
415,3285,55.87412256032219,9.46924228224383,Unnamed,footway,58.75,51.95,Medium
6836,6835,57.14312263179588,133.79211571023583,Unnamed,footway,57.55,43.25,Medium
6837,6838,45.244110738364824,21.31175481636169,Unnamed,footway,43.05,45.55,Low
6839,6840,55.989728386720635,339.46718628518283,Unnamed,footway,43.05,40.55,Medium
6838,6841,51.27305159922889,19.344962211309955,Unnamed,footway,45.55,55.05,Medium
6842,6843,61.36678205143938,89.99612879998905,Unnamed,footway,55.05,57.55,Medium
158,1671,53.16281692883563,57.125013498421836,Unnamed,secondary_link,49.69,50.89,Medium
1231,158,58.01688862440999,201.42656086995208,Spadina Crescent,secondary,46.89,49.69,Medium
140,1231,51.895694967104845,70.23499622818814,Unnamed,secondary_link,50.09,46.89,Medium
4914,4912,50.54490439304811,13.93990758371345,Unnamed,footway,49.65,50.05,Medium
4912,2126,54.59299099199878,82.12073324080818,Unnamed,footway,50.05,50.85,Medium
2127,6845,56.405117363016664,92.0642277447563,Unnamed,footway,52.05,51.25,Medium
2125,2128,63.12009361274386,23.84580069333106,Unnamed,footway,61.65,61.65,Medium
2271,2272,62.892638754327265,20.15634638000431,Unnamed,footway,61.65,61.65,Medium
2126,2127,52.632340335890575,22.980375819058846,Unnamed,footway,50.85,52.05,Medium
3564,3563,57.42049266773554,153.0219411191875,Unnamed,footway,48.35,51.25,Medium
6847,1963,68.37868651886002,329.03180794674466,Unnamed,footway,52.45,50.45,Medium
6848,4914,50.51427306733158,48.01396405252226,Unnamed,footway,46.75,49.65,Medium
6849,6850,86.85600863129355,341.40553870723636,Unnamed,footway,60.8,68.7,Medium
6852,6853,73.27718472939304,406.47187580408917,Unnamed,footway,55.75,48.45,Medium
3556,6854,80.94564974721119,432.6663672072777,Unnamed,footway,55.65,57.35,Medium
6856,6857,76.9062245654377,247.46511866078973,Unnamed,footway,64.15,59.15,Medium
6858,6859,69.77409000824896,181.61033036831435,Unnamed,footway,59.15,58.95,Medium
6858,6860,64.35820572944267,20.344125714509122,Unnamed,footway,59.15,67.0,Medium
6861,6862,72.10346587483782,58.78804515180378,Unnamed,footway,70.0,66.2,Medium
6863,5342,74.12308718284449,133.38053796398293,Unnamed,footway,64.15,66.65,Medium
6864,6860,84.08922540926947,245.76630235954772,Unnamed,footway,68.0,67.0,Medium
6865,6866,78.21219329945963,140.9510328148742,Unnamed,footway,67.6,69.5,Medium
6867,6868,65.3046612127339,17.206560946011184,Unnamed,footway,64.6,63.8,Medium
6849,6869,88.74706546674719,419.95304746795506,Unnamed,footway,60.8,64.2,Medium
6870,6871,63.96674688670796,15.34518867790424,Unnamed,footway,63.0,63.0,Medium
6872,6864,71.34950607392062,68.10637835210511,Unnamed,footway,65.6,68.0,Medium
6873,6874,64.7466617935888,21.240722296353304,Unnamed,footway,63.8,63.0,Medium
6875,6876,65.09521036156039,20.30110284577418,Unnamed,footway,64.2,63.4,Medium
6877,6875,71.48200566582048,133.7352207108719,Unnamed,footway,61.9,64.2,Medium
6878,6877,63.036549115259945,15.081306203863926,Unnamed,footway,62.3,61.9,Medium
6878,6879,85.45930652060686,336.345684450459,Unnamed,footway,62.3,65.6,Medium
4879,4877,59.66143255236112,5.247389256295088,Unnamed,service,59.95,58.75,Medium
6880,6849,61.41703237851927,23.61720630865468,Unnamed,footway,59.2,60.8,Medium
6881,6880,67.1458340611805,145.83334575393337,Unnamed,footway,58.0,59.2,Medium
6882,6880,62.38379358255841,70.0479173680688,Unnamed,footway,57.4,59.2,Medium
3561,3562,64.37220686848889,207.73371235438833,Unnamed,footway,55.35,51.25,Medium
2409,3571,73.27438889894937,17.699845818741128,Unnamed,footway,72.0,72.0,Medium
1999,6885,71.9854671585413,17.46243333627265,Unnamed,footway,69.5,72.0,Medium
6886,6885,77.74976123578598,133.3784436703497,Unnamed,footway,65.2,72.0,Medium
2408,6887,72.60494084695834,46.93497976868562,Unnamed,footway,66.7,72.0,Medium
2410,2412,70.34618817356726,12.175369403845384,Unnamed,footway,69.5,69.5,Medium
6888,6889,63.69767794950605,17.53479152565584,Unnamed,footway,62.4,62.8,Medium
1859,6890,66.43209929651432,143.40962644602996,Unnamed,footway,58.4,57.8,Medium
6879,6886,66.54947483397679,17.576067797809984,Unnamed,footway,65.6,65.2,Medium
6886,6888,65.36437047766819,24.519913443075136,Unnamed,footway,65.2,62.4,Medium
6879,6889,65.77099056571645,24.470258032966594,Unnamed,footway,65.6,62.8,Medium
2920,6879,75.00229397892275,201.9598394058133,Unnamed,footway,59.2,65.6,Medium
870,6886,68.8227215786546,82.96965505357336,Unnamed,footway,61.9,65.2,Medium
6891,6892,64.54158619602867,18.809568998084725,Unnamed,footway,64.15,62.55,Medium
6893,2008,64.77305096758631,18.444197603558514,Unnamed,footway,62.15,65.05,Medium
3582,6894,43.467867135991334,122.33067740747032,Unnamed,footway,35.58,41.88,Low
6895,6896,65.11683525082076,63.132004095032734,Unnamed,footway,58.35,64.15,Medium
6892,6893,63.873722052506935,24.438204530985402,Unnamed,footway,62.55,62.15,Medium
2008,6891,66.18931539743322,24.60240553302212,Unnamed,footway,65.05,64.15,Medium
6897,2295,76.28004436648781,115.20532699543581,Unnamed,footway,72.0,64.8,Medium
1907,6898,91.27553838645031,266.2209667260914,Unnamed,footway,78.17,66.0,Medium
6899,3570,71.65095535163397,17.769252153891557,Unnamed,footway,69.6,71.2,Medium
6900,6899,72.60202287860236,132.6368623806921,Unnamed,footway,58.6,69.6,Medium
